date,high,low,close,open,volume,highPct,lowPct,closePct,openPct,volumePct,sectorId,marketId,branchId
2019-02-28,46,44.7,45.4,44.7,1301,-1.0752688172043001,0,-0.8733624454148492,-2.826086956521734,-67.07162743609213,8,3,45
2019-02-27,45.5,43.7,44.7,44.8,3143,-1.0869565217391353,-2.2371364653243853,-1.541850220264307,0.22371364653241965,141.58339738662568,8,3,45
2019-02-26,45,43.7,44.8,45,708,-1.098901098901095,0,0.22371364653241965,0.44642857142858094,-77.47375119312758,8,3,45
2019-02-25,45.8,43.5,45,43.5,5675,1.777777777777767,-0.4576659038901698,0.44642857142858094,-3.3333333333333326,701.5536723163842,8,3,45
2019-02-22,44,43,44,43.5,1732,-3.9301310043668103,-1.1494252873563204,-2.2222222222222254,0,-69.48017621145375,8,3,45
2019-02-21,43.6,42.9,43.3,42.9,2582,-0.9090909090909038,-0.23255813953488857,-1.5909090909090984,-1.379310344827589,49.07621247113163,8,3,45
2019-02-20,44.4,43,43.9,44.4,5719,1.83486238532109,0.2331002331002363,1.385681293302543,3.4965034965035002,121.49496514329977,8,3,45
2019-02-19,45.5,43.8,44.4,44,484,2.4774774774774855,1.8604651162790642,1.1389521640091216,-0.9009009009009028,-91.53698198985836,8,3,45
2019-02-18,44.3,43.7,43.8,44,1504,-2.637362637362639,-0.22831050228309113,-1.3513513513513598,0,210.74380165289256,8,3,45
2019-02-15,44.5,43.7,44,44.5,1356,0.4514672686230403,0,0.4566210045662267,1.1363636363636465,-9.840425531914898,8,3,45
2019-02-14,44,43.8,43.8,44,459,-1.1235955056179803,0.22883295194506825,-0.454545454545463,-1.1235955056179803,-66.1504424778761,8,3,45
2019-02-13,45.4,43.1,43.4,45.4,1563,3.1818181818181746,-1.5981735159817267,-0.91324200913242,3.1818181818181746,240.52287581699346,8,3,45
2019-02-12,44.6,42.5,44.4,44.1,2705,-1.7621145374449254,-1.392111368909521,2.304147465437789,-2.8634361233480066,73.06461932181702,8,3,45
2019-02-11,43.8,42,43.8,43.6,2174,-1.7937219730941756,-1.17647058823529,-1.3513513513513598,-1.13378684807256,-19.630314232902034,8,3,45
2019-02-08,43.5,41.2,42,41.6,5440,-0.6849315068493067,-1.904761904761898,-4.109589041095885,-4.587155963302747,150.229990800368,8,3,45
2019-02-07,42.9,41.6,41.6,41.7,3965,-1.379310344827589,0.9708737864077666,-0.952380952380949,0.24038461538462563,-27.113970588235293,8,3,45
2019-02-06,43,40.3,41.6,42,10230,0.2331002331002363,-3.125000000000011,0,0.7194244604316502,158.0075662042875,8,3,45
2019-02-05,42.5,41,42,41.3,6671,-1.1627906976744207,1.7369727047146455,0.9615384615384581,-1.6666666666666718,-34.789833822091886,8,3,45
2019-02-04,43.3,41.3,42.1,41.8,8969,1.8823529411764683,0.7317073170731714,0.23809523809523725,1.2106537530266248,34.447609054114835,8,3,45
2019-02-01,42,41.1,41.8,41.7,1788,-3.002309468822162,-0.4842615012106477,-0.7125890736342178,-0.23923444976075015,-80.06466718697737,8,3,45
2019-01-31,42.7,42,42,42.7,1231,1.666666666666683,2.1897810218977964,0.4784688995215447,2.3980815347721895,-31.152125279642064,8,3,45
2019-01-30,42.9,41.4,42,42.3,2285,0.4683840749414525,-1.4285714285714346,0,-0.9367681498829161,85.62144597887895,8,3,45
2019-01-29,42.8,41.5,42.3,41.5,1978,-0.2331002331002363,0.24154589371980784,0.7142857142857117,-1.891252955082734,-13.43544857768052,8,3,45
2019-01-28,42,42,42,42,0,-1.869158878504662,1.2048192771084265,-0.7092198581560183,1.2048192771084265,-100,8,3,45
2019-01-25,42.1,40.8,42,41.3,3672,0.23809523809523725,-2.857142857142869,0,-1.6666666666666718,Infinity,8,3,45
2019-01-24,42.3,41.1,42.1,41.5,3518,0.47505938242278223,0.7352941176470784,0.23809523809523725,0.4842615012106588,-4.19389978213508,8,3,45
2019-01-23,41.5,41.5,41.5,41.5,150,-1.891252955082734,0.9732360097323589,-1.4251781472684133,0,-95.73621375781694,8,3,45
2019-01-22,41.7,41.5,41.5,41.7,595,0.48192771084338837,0,0,0.48192771084338837,296.6666666666667,8,3,45
2019-01-21,42.7,41,41.7,42.6,2332,2.3980815347721895,-1.2048192771084376,0.48192771084338837,2.1582733812949506,291.93277310924367,8,3,45
2019-01-18,42.6,42,42.5,42.6,3378,-0.23419203747072626,2.4390243902439046,1.9184652278177339,0,44.85420240137221,8,3,45
2019-01-17,42.8,40,42.6,40,4475,0.46948356807510194,-4.761904761904767,0.23529411764706687,-6.103286384976525,32.47483718176436,8,3,45
2019-01-16,41.4,40.5,40.9,41.4,4484,-3.2710280373831724,1.2499999999999956,-3.9906103286384997,3.499999999999992,0.20111731843575065,8,3,45
2019-01-15,41.9,41.4,41.4,41.9,1038,1.2077294685990392,2.2222222222222143,1.2224938875305513,1.2077294685990392,-76.85102586975914,8,3,45
2019-01-14,42.5,41.8,41.8,42.5,2008,1.4319809069212486,0.9661835748792313,0.9661835748792313,1.4319809069212486,93.44894026974953,8,3,45
2019-01-11,42,41.7,42,41.9,1513,-1.17647058823529,-0.23923444976075015,0.4784688995215447,-1.4117647058823568,-24.65139442231076,8,3,45
2019-01-10,42,41.4,41.5,42,3888,0,-0.7194244604316613,-1.1904761904761862,0.23866348448686736,156.97290152015864,8,3,45
2019-01-09,42.5,42,42,42.2,4839,1.1904761904761862,1.449275362318847,1.2048192771084265,0.4761904761904745,24.45987654320987,8,3,45
2019-01-08,42.4,42.2,42.2,42.4,2312,-0.23529411764706687,0.4761904761904745,0.4761904761904745,0.4739336492890933,-52.22153337466418,8,3,45
2019-01-07,43.8,42.5,42.5,43.6,5041,3.301886792452824,0.7109004739336511,0.7109004739336511,2.8301886792452935,118.0363321799308,8,3,45
2019-01-04,43.7,43,43,43.7,1539,-0.22831050228309113,1.17647058823529,1.17647058823529,0.2293577981651307,-69.47034318587582,8,3,45
