date,high,low,close,open,volume,highPct,lowPct,closePct,openPct,volumePct,sectorId,marketId,branchId
2019-02-28,4.695,4,4.2,4.695,119945,9.313154831199078,2.432778489116516,2.4390243902439046,14.512195121951233,200.01250625312656,5,5,32
2019-02-27,4.565,4,4.565,4.25,180390,-2.7689030883919052,0,8.690476190476204,-9.478168264110764,50.39393055150276,5,5,32
2019-02-26,4.38,4.2,4.25,4.2,26192,-4.052573932092018,5.000000000000004,-6.900328587075588,-1.17647058823529,-85.48034813459726,5,5,32
2019-02-25,4.3,4.15,4.2,4.25,18989,-1.82648401826484,-1.1904761904761862,-1.17647058823529,1.1904761904761862,-27.500763591936472,5,5,32
2019-02-22,4.32,4.08,4.28,4.32,14785,0.46511627906977715,-1.6867469879518149,1.904761904761898,1.6470588235294237,-22.13913318236874,5,5,32
2019-02-21,4.35,4.05,4.35,4.07,12128,0.6944444444444198,-0.7352941176470673,1.635514018691575,-5.7870370370370345,-17.97091646939466,5,5,32
2019-02-20,4.2,4.06,4.1,4.16,30075,-3.44827586206895,0.24691358024691024,-5.747126436781613,2.211302211302213,147.97988126649076,5,5,32
2019-02-19,4.2,4.16,4.16,4.2,22119,0,2.4630541871921263,1.4634146341463428,0.9615384615384581,-26.453865336658357,5,5,32
2019-02-18,4.35,4.1,4.35,4.1,16661,3.5714285714285587,-1.4423076923077094,4.567307692307687,-2.3809523809523947,-24.67561824675618,5,5,32
2019-02-15,4.39,4.2,4.345,4.29,12168,0.9195402298850519,2.4390243902439046,-0.11494252873562871,4.634146341463419,-26.96716883740472,5,5,32
2019-02-14,4.38,4.12,4.15,4.12,27147,-0.2277904328018221,-1.904761904761909,-4.487917146144982,-3.9627039627039617,123.1015779092702,5,5,32
2019-02-13,4.28,4.1,4.27,4.2,35589,-2.2831050228310446,-0.4854368932038944,2.891566265060219,1.9417475728155331,31.097358824179476,5,5,32
2019-02-12,4.25,4.15,4.15,4.17,7226,-0.7009345794392607,1.2195121951219745,-2.810304449648693,-0.7142857142857229,-79.69597347495012,5,5,32
2019-02-11,4.17,4.1,4.17,4.145,16678,-1.8823529411764683,-1.2048192771084487,0.48192771084336616,-0.5995203836930529,130.8054248546914,5,5,32
2019-02-08,4.175,4.01,4.145,4.175,58880,0.11990407673860837,-2.195121951219514,-0.5995203836930529,0.7237635705669598,253.03993284566496,5,5,32
2019-02-07,4.175,4.01,4.175,4.01,35510,0,0,0.7237635705669598,-3.952095808383238,-39.69089673913043,5,5,32
2019-02-06,4.17,4.03,4.1,4.05,12266,-0.11976047904190823,0.4987531172069959,-1.7964071856287456,0.9975062344139696,-65.45761757251478,5,5,32
2019-02-05,4.1,4.06,4.06,4.1,59425,-1.6786570743405393,0.7444168734491052,-0.9756097560975618,1.2345679012345734,384.46926463394743,5,5,32
2019-02-04,4.195,4.05,4.18,4.15,9238,2.3170731707317316,-0.24630541871920597,2.9556650246305383,1.2195121951219745,-84.45435422801852,5,5,32
2019-02-01,4.185,4.025,4.185,4.12,8196,-0.23837902264601807,-0.6172839506172756,0.11961722488038617,-0.7228915662650715,-11.279497726780685,5,5,32
2019-01-31,4.185,4.02,4.03,4.185,16413,0,-0.12422360248449671,-3.703703703703687,1.577669902912615,100.25622254758417,5,5,32
