open,high,low,last,time
0,0,0,75.2,450914400000
0,0,0,75.75,451000800000
0,0,0,76.25,451087200000
0,0,0,76.225,451173600000
0,0,0,75.875,451605600000
0,0,0,75.1,451692000000
0,0,0,74.525,451778400000
0,0,0,74.75,451864800000
0,0,0,75.95,452296800000
0,0,0,76.525,452383200000
0,0,0,76.25,452469600000
0,0,0,75.875,452728800000
0,0,0,76.025,452815200000
0,0,0,76.225,452901600000
0,0,0,76.4,452988000000
0,0,0,75.625,453074400000
0,0,0,74.55,453333600000
0,0,0,73.05,453420000000
0,0,0,72.925,453506400000
0,0,0,73.475,453592800000
0,0,0,73.625,453679200000
0,0,0,73.125,453938400000
0,0,0,72.325,454024800000
0,0,0,70.975,454111200000
0,0,0,70.65,454197600000
0,0,0,69.025,454284000000
0,0,0,68.875,454543200000
0,0,0,67.325,454629600000
0,0,0,68.475,454716000000
0,0,0,70.375,455148000000
0,0,0,70.35,455234400000
0,0,0,69.5,455320800000
0,0,0,69.425,455407200000
0,0,0,68.975,455493600000
0,0,0,68.8,455839200000
0,0,0,69.1,455925600000
0,0,0,69.125,456012000000
0,0,0,69.225,456098400000
0,0,0,68.575,456357600000
0,0,0,69.4,456444000000
0,0,0,70.05,456530400000
0,0,0,71,456616800000
0,0,0,71.625,456962400000
0,0,0,71.475,457048800000
0,0,0,71.225,457135200000
0,0,0,70.55,457221600000
0,0,0,71.175,457308000000
0,0,0,72.3,457567200000
0,0,0,73.025,457653600000
0,0,0,72.425,457740000000
0,0,0,72.275,457826400000
0,0,0,72.375,457912800000
0,0,0,72.1,458172000000
0,0,0,71.925,458258400000
0,0,0,72.175,458344800000
0,0,0,71.85,458431200000
0,0,0,71.675,458517600000
0,0,0,71.875,458776800000
0,0,0,72.05,458863200000
0,0,0,71.9,458949600000
0,0,0,71.65,459036000000
0,0,0,71.425,459122400000
0,0,0,71.35,459381600000
0,0,0,71.45,459468000000
0,0,0,71.325,459554400000
0,0,0,71.975,459640800000
0,0,0,72.925,459727200000
0,0,0,72.75,459986400000
0,0,0,72.025,460072800000
0,0,0,72.05,460159200000
0,0,0,72.825,460245600000
0,0,0,73.6,460332000000
0,0,0,74.775,460591200000
0,0,0,74.325,460677600000
0,0,0,74.15,460764000000
0,0,0,73.85,460850400000
0,0,0,74.625,460936800000
0,0,0,74.65,461196000000
0,0,0,74,461282400000
0,0,0,73.95,461368800000
0,0,0,72.8,461455200000
0,0,0,73.675,461541600000
0,0,0,74.6,461800800000
0,0,0,75.05,461887200000
0,0,0,75.65,461973600000
0,0,0,75.175,462060000000
0,0,0,73.725,462146400000
0,0,0,73.5,462405600000
0,0,0,72.925,462492000000
0,0,0,72.85,462578400000
0,0,0,71.975,462664800000
0,0,0,72,462751200000
0,0,0,70.8,463010400000
0,0,0,70.625,463096800000
0,0,0,69.525,463183200000
0,0,0,69.5,463269600000
0,0,0,70.425,463356000000
0,0,0,69.925,463615200000
0,0,0,69,463701600000
0,0,0,70.025,463788000000
0,0,0,70.75,463874400000
0,0,0,70.925,463960800000
0,0,0,70.275,464220000000
0,0,0,69.6,464306400000
0,0,0,69.7,464392800000
0,0,0,69.025,464479200000
0,0,0,69.05,464565600000
0,0,0,66.95,464824800000
0,0,0,66.95,464911200000
0,0,0,66.975,464997600000
0,0,0,67.8,465084000000
0,0,0,68.825,465170400000
0,0,0,69.55,465433200000
0,0,0,69.15,465519600000
0,0,0,68.825,465606000000
0,0,0,68.175,465692400000
0,0,0,68.975,465778800000
0,0,0,68.825,466038000000
0,0,0,68.6,466124400000
0,0,0,68.525,466210800000
0,0,0,69.225,466297200000
0,0,0,68.725,466383600000
0,0,0,68.95,466642800000
0,0,0,68.85,466729200000
0,0,0,68.775,466815600000
0,0,0,67.85,466902000000
0,0,0,68.75,466988400000
0,0,0,69.625,467247600000
0,0,0,69.825,467334000000
0,0,0,69.625,467420400000
0,0,0,69.45,467506800000
0,0,0,69.325,467593200000
0,0,0,68.925,467852400000
0,0,0,67.525,467938800000
0,0,0,67.475,468025200000
0,0,0,67.35,468111600000
0,0,0,67.425,468198000000
0,0,0,67.5,468457200000
0,0,0,67.275,468543600000
0,0,0,66.7,468630000000
0,0,0,66.55,468716400000
0,0,0,65.95,468802800000
0,0,0,65.775,469062000000
0,0,0,64.05,469148400000
0,0,0,63.025,469234800000
0,0,0,63.5,469321200000
0,0,0,64.175,469407600000
0,0,0,62.775,469666800000
0,0,0,62.1,469753200000
0,0,0,61.7,469839600000
0,0,0,60.775,469926000000
0,0,0,61.95,470012400000
0,0,0,62.7,470271600000
0,0,0,64.225,470358000000
0,0,0,65,470444400000
0,0,0,64.35,470530800000
0,0,0,64.1,470617200000
0,0,0,64.275,470876400000
0,0,0,64.475,470962800000
0,0,0,64.875,471049200000
0,0,0,65.45,471135600000
0,0,0,65.65,471222000000
0,0,0,66.1,471481200000
0,0,0,65.225,471567600000
0,0,0,64.475,471654000000
0,0,0,64.3,471740400000
0,0,0,63.3,471826800000
0,0,0,62.625,472086000000
0,0,0,62.8,472172400000
0,0,0,63.925,472258800000
0,0,0,63.675,472345200000
0,0,0,63.475,472431600000
0,0,0,63.325,472950000000
0,0,0,63.35,473036400000
0,0,0,64.05,473468400000
0,0,0,64.15,473554800000
0,0,0,65.8,473641200000
0,0,0,67.1,473900400000
0,0,0,67.275,473986800000
0,0,0,67.975,474073200000
0,0,0,68.5,474159600000
0,0,0,69.35,474246000000
0,0,0,69.3,474505200000
0,0,0,68.575,474591600000
0,0,0,69.125,474678000000
0,0,0,70.275,474764400000
0,0,0,69.3,474850800000
0,0,0,69.125,475110000000
0,0,0,68.1,475196400000
0,0,0,67.725,475282800000
0,0,0,67.25,475369200000
0,0,0,68.7,475714800000
0,0,0,68.475,475801200000
0,0,0,68.6,475887600000
0,0,0,69.475,475974000000
0,0,0,70.25,476060400000
0,0,0,71.225,476319600000
0,0,0,71.65,476406000000
0,0,0,71.45,476492400000
0,0,0,70.6,476578800000
0,0,0,71.475,476665200000
0,0,0,71.55,476924400000
0,0,0,70.45,477010800000
0,0,0,69.85,477097200000
0,0,0,70.3,477183600000
0,0,0,69.75,477270000000
0,0,0,69.125,477529200000
0,0,0,69.475,477615600000
0,0,0,69.45,477702000000
0,0,0,69.85,477788400000
0,0,0,69.05,477874800000
0,0,0,68.375,478134000000
0,0,0,68.425,478220400000
0,0,0,69,478306800000
0,0,0,68.65,478393200000
0,0,0,69.1,478479600000
0,0,0,69.525,478738800000
0,0,0,69.5,478825200000
0,0,0,69.4,478911600000
0,0,0,68.775,478998000000
0,0,0,68.725,479084400000
0,0,0,68.35,479343600000
0,0,0,69.15,479430000000
0,0,0,70.025,479516400000
0,0,0,69.7,479602800000
0,0,0,69.85,479689200000
0,0,0,69.625,479948400000
0,0,0,69.575,480034800000
0,0,0,69.925,480121200000
0,0,0,69.55,480207600000
0,0,0,69,480294000000
0,0,0,68.65,480553200000
0,0,0,68.375,480639600000
0,0,0,67.75,480726000000
0,0,0,68.075,480812400000
0,0,0,67.85,480898800000
0,0,0,67.5,481154400000
0,0,0,67.525,481240800000
0,0,0,68.025,481327200000
0,0,0,68.425,481413600000
0,0,0,68.7,481845600000
0,0,0,68.8,481932000000
0,0,0,69.4,482018400000
0,0,0,69.925,482104800000
0,0,0,69.45,482364000000
0,0,0,68.925,482450400000
0,0,0,69.475,482536800000
0,0,0,69.575,482623200000
0,0,0,69.425,482709600000
0,0,0,69.225,482968800000
0,0,0,69.5,483055200000
0,0,0,70.025,483141600000
0,0,0,69.75,483228000000
0,0,0,69.675,483314400000
0,0,0,69.325,483573600000
0,0,0,68.825,483660000000
0,0,0,68.8,483832800000
0,0,0,68.875,483919200000
0,0,0,68.925,484178400000
0,0,0,69.075,484264800000
0,0,0,69.325,484351200000
0,0,0,69.5,484437600000
0,0,0,69.2,484524000000
0,0,0,67.525,484783200000
0,0,0,66.225,484869600000
0,0,0,65.075,484956000000
0,0,0,66.225,485128800000
0,0,0,66.55,485388000000
0,0,0,65.575,485474400000
0,0,0,65.325,485560800000
0,0,0,65.3,485647200000
0,0,0,64.625,485733600000
0,0,0,64.025,486079200000
0,0,0,64.5,486165600000
0,0,0,65,486252000000
0,0,0,64.75,486338400000
0,0,0,64.175,486597600000
0,0,0,63.8,486684000000
0,0,0,63.8,486770400000
0,0,0,63.8,486856800000
0,0,0,64.45,486943200000
0,0,0,64.3,487202400000
0,0,0,63.9,487288800000
0,0,0,63.675,487375200000
0,0,0,63.35,487461600000
0,0,0,62.35,487548000000
0,0,0,62.45,487807200000
0,0,0,61.975,487893600000
0,0,0,62.25,487980000000
0,0,0,62.3,488066400000
0,0,0,62.5,488412000000
0,0,0,62.325,488498400000
0,0,0,62.525,488584800000
0,0,0,63.55,488671200000
0,0,0,63.5,488757600000
0,0,0,62.2,489016800000
0,0,0,61.75,489103200000
0,0,0,61.8,489189600000
0,0,0,61.55,489276000000
0,0,0,60.85,489362400000
0,0,0,60.95,489621600000
0,0,0,60.425,489708000000
0,0,0,61.075,489794400000
0,0,0,62.6,489880800000
0,0,0,63,489967200000
0,0,0,62.75,490226400000
0,0,0,62.525,490312800000
0,0,0,62.475,490399200000
0,0,0,63.675,490485600000
0,0,0,64.15,490572000000
0,0,0,64.9,490831200000
0,0,0,65.075,490917600000
0,0,0,65.075,491004000000
0,0,0,64.975,491090400000
0,0,0,65.275,491176800000
0,0,0,65.275,491436000000
0,0,0,65.075,491522400000
0,0,0,65.375,491608800000
0,0,0,66.2,491695200000
0,0,0,66.825,491781600000
0,0,0,66.35,492040800000
0,0,0,66.3,492127200000
0,0,0,65.775,492213600000
0,0,0,65.425,492300000000
0,0,0,65.6,492386400000
0,0,0,64.825,492645600000
0,0,0,63.2,492732000000
0,0,0,63.3,492818400000
0,0,0,63.375,492904800000
0,0,0,63.375,492991200000
0,0,0,62.8,493250400000
0,0,0,62.3,493336800000
0,0,0,62.375,493423200000
0,0,0,62.625,493509600000
0,0,0,62.65,493596000000
0,0,0,63.05,493855200000
0,0,0,63.35,493941600000
0,0,0,63.2,494028000000
0,0,0,63.25,494114400000
0,0,0,63.95,494200800000
0,0,0,64.85,494460000000
0,0,0,65.25,494546400000
0,0,0,65.725,494632800000
0,0,0,66.3,494719200000
0,0,0,67.025,494805600000
0,0,0,67.4,495064800000
0,0,0,67.025,495151200000
0,0,0,65.475,495237600000
0,0,0,66.15,495324000000
0,0,0,66.1,495410400000
0,0,0,64.975,495669600000
0,0,0,64.775,495756000000
0,0,0,65.35,495842400000
0,0,0,66.025,495928800000
0,0,0,65.975,496015200000
0,0,0,65.425,496274400000
0,0,0,65.425,496360800000
0,0,0,65.625,496447200000
0,0,0,65.15,496533600000
0,0,0,64.875,496620000000
0,0,0,64.725,496882800000
0,0,0,64.625,496969200000
0,0,0,64.975,497055600000
0,0,0,64.775,497142000000
0,0,0,64.6,497228400000
0,0,0,64.75,497487600000
0,0,0,64.525,497574000000
0,0,0,64.35,497660400000
0,0,0,64.175,497746800000
0,0,0,63.65,497833200000
0,0,0,63.35,498092400000
0,0,0,63.875,498178800000
0,0,0,64.575,498265200000
0,0,0,65.025,498351600000
0,0,0,66.175,498438000000
0,0,0,66.675,498697200000
0,0,0,66.625,498783600000
0,0,0,66.725,498870000000
0,0,0,67.9,498956400000
0,0,0,68.1,499042800000
0,0,0,68.7,499302000000
0,0,0,68.275,499388400000
0,0,0,68.3,499474800000
0,0,0,68.675,499561200000
0,0,0,69.175,499647600000
0,0,0,70.85,499906800000
0,0,0,72.525,499993200000
0,0,0,72.825,500079600000
0,0,0,72.575,500166000000
0,0,0,73,500252400000
0,0,0,73.1,500511600000
0,0,0,73.6,500598000000
0,0,0,75,500684400000
0,0,0,74.3,500770800000
0,0,0,74.275,500857200000
0,0,0,73.425,501116400000
0,0,0,73.575,501202800000
0,0,0,73.75,501289200000
0,0,0,73.25,501375600000
0,0,0,75.4,501462000000
0,0,0,76.7,501721200000
0,0,0,77.775,501807600000
0,0,0,78.875,501894000000
0,0,0,78.45,501980400000
0,0,0,78.525,502066800000
0,0,0,78.65,502326000000
0,0,0,77.775,502412400000
0,0,0,77.7,502498800000
0,0,0,77.9,502585200000
0,0,0,78.675,502671600000
0,0,0,79.05,502930800000
0,0,0,79.35,503017200000
0,0,0,81.325,503103600000
0,0,0,83.475,503190000000
0,0,0,85.35,503276400000
0,0,0,87.45,503535600000
0,0,0,85.375,503622000000
0,0,0,86.25,503708400000
0,0,0,86.825,503794800000
0,0,0,85.925,503881200000
0,0,0,85.25,504140400000
0,0,0,85.725,504486000000
0,0,0,86.825,504745200000
0,0,0,89.725,505004400000
0,0,0,91,505090800000
0,0,0,95.55,505436400000
0,0,0,97.175,505522800000
0,0,0,95.575,505609200000
0,0,0,94.75,505695600000
0,0,0,95.75,505954800000
0,0,0,92.175,506041200000
0,0,0,91.025,506127600000
0,0,0,90.825,506214000000
0,0,0,90.475,506300400000
0,0,0,87.65,506559600000
0,0,0,88.75,506646000000
0,0,0,89.55,506732400000
0,0,0,88.6,506818800000
0,0,0,89.85,506905200000
0,0,0,91.275,507164400000
0,0,0,89.8,507250800000
0,0,0,87.75,507337200000
0,0,0,89.425,507423600000
0,0,0,88.625,507510000000
0,0,0,87.925,507769200000
0,0,0,89.4,507855600000
0,0,0,91.35,507942000000
0,0,0,93.05,508028400000
0,0,0,94.55,508114800000
0,0,0,95.55,508374000000
0,0,0,96.525,508460400000
0,0,0,95.025,508546800000
0,0,0,94.7,508633200000
0,0,0,92.425,508719600000
0,0,0,93.25,508978800000
0,0,0,93.075,509065200000
0,0,0,93.875,509151600000
0,0,0,93.2,509238000000
0,0,0,92.1,509324400000
0,0,0,93.075,509583600000
0,0,0,93.8,509670000000
0,0,0,94.825,509756400000
0,0,0,89.625,509842800000
0,0,0,91.55,509929200000
0,0,0,92.25,510188400000
0,0,0,93.9,510274800000
0,0,0,94.225,510361200000
0,0,0,94.35,510447600000
0,0,0,95.3,510534000000
0,0,0,97.675,510793200000
0,0,0,96.825,510879600000
0,0,0,97.175,510966000000
0,0,0,97.775,511052400000
0,0,0,96.95,511138800000
0,0,0,98.3,511398000000
0,0,0,98.275,511484400000
0,0,0,99.425,511570800000
0,0,0,98.925,511657200000
0,0,0,101.55,511743600000
0,0,0,102.65,512002800000
0,0,0,104.5,512089200000
0,0,0,103.425,512175600000
0,0,0,104.425,512262000000
0,0,0,105.85,512690400000
0,0,0,105.725,512776800000
0,0,0,107.75,512863200000
0,0,0,109.5,512949600000
0,0,0,110.925,513208800000
0,0,0,112.675,513295200000
0,0,0,115.05,513381600000
0,0,0,113.275,513468000000
0,0,0,114.175,513554400000
0,0,0,117.95,513813600000
0,0,0,115.7,513900000000
0,0,0,116.7,513986400000
0,0,0,118.525,514072800000
0,0,0,118.775,514159200000
0,0,0,115.9,514418400000
0,0,0,118.775,514504800000
0,0,0,118.175,514591200000
0,0,0,116.25,514677600000
0,0,0,115.425,514764000000
0,0,0,112.55,515023200000
0,0,0,112.95,515109600000
0,0,0,111.425,515196000000
0,0,0,109.15,515628000000
0,0,0,111.05,515714400000
0,0,0,111.5,515800800000
0,0,0,112.275,515973600000
0,0,0,112.45,516232800000
0,0,0,113.75,516319200000
0,0,0,115.425,516405600000
0,0,0,116.025,516492000000
0,0,0,115.65,516578400000
0,0,0,115.725,516924000000
0,0,0,112.525,517010400000
0,0,0,113.3,517096800000
0,0,0,114.45,517183200000
0,0,0,114.975,517442400000
0,0,0,114.825,517528800000
0,0,0,116.675,517615200000
0,0,0,119.15,517701600000
0,0,0,118.9,517788000000
0,0,0,119.6,518047200000
0,0,0,119.925,518133600000
0,0,0,121.2,518220000000
0,0,0,119.9,518306400000
0,0,0,121.075,518392800000
0,0,0,122.325,518652000000
0,0,0,121.575,518738400000
0,0,0,120.525,518824800000
0,0,0,119.625,518911200000
0,0,0,118.725,518997600000
0,0,0,121.7,519256800000
0,0,0,123.775,519343200000
0,0,0,123.15,519429600000
0,0,0,123.225,519516000000
0,0,0,121.95,519861600000
0,0,0,120.625,519948000000
0,0,0,120.45,520034400000
0,0,0,121.2,520120800000
0,0,0,121.675,520207200000
0,0,0,120.725,520466400000
0,0,0,121.675,520552800000
0,0,0,122.475,520639200000
0,0,0,125.55,520725600000
0,0,0,126.475,520812000000
0,0,0,126.075,521071200000
0,0,0,123.925,521157600000
0,0,0,123.15,521244000000
0,0,0,124.3,521330400000
0,0,0,125.175,521416800000
0,0,0,125.45,521676000000
0,0,0,124.75,521762400000
0,0,0,123.725,521848800000
0,0,0,123,521935200000
0,0,0,122.85,522021600000
0,0,0,121.65,522280800000
0,0,0,123.025,522367200000
0,0,0,124.3,522453600000
0,0,0,124.175,522540000000
0,0,0,123.5,522626400000
0,0,0,123.975,522885600000
0,0,0,123.125,522972000000
0,0,0,122.725,523058400000
0,0,0,123.4,523144800000
0,0,0,125.775,523231200000
0,0,0,128.775,523490400000
0,0,0,128.1,523576800000
0,0,0,126.7,523663200000
0,0,0,127.8,523749600000
0,0,0,129,523836000000
0,0,0,129.85,524095200000
0,0,0,131.025,524181600000
0,0,0,130.525,524268000000
0,0,0,130.325,524354400000
0,0,0,129.725,524440800000
0,0,0,129.675,524700000000
0,0,0,128.15,524786400000
0,0,0,128.675,524872800000
0,0,0,128.35,524959200000
0,0,0,128.95,525045600000
0,0,0,127.225,525304800000
0,0,0,126.65,525391200000
0,0,0,127,525477600000
0,0,0,125.4,525564000000
0,0,0,125.275,525650400000
0,0,0,122.675,525909600000
0,0,0,124.75,525996000000
0,0,0,124.375,526082400000
0,0,0,122.5,526168800000
0,0,0,124.2,526255200000
0,0,0,123.8,526514400000
0,0,0,126.075,526600800000
0,0,0,127.65,526687200000
0,0,0,128.65,526773600000
0,0,0,126.65,526860000000
0,0,0,127.225,527119200000
0,0,0,128.225,527205600000
0,0,0,126.7,527292000000
0,0,0,126.65,527378400000
0,0,0,126.625,527464800000
0,0,0,125.05,527724000000
0,0,0,124.575,527810400000
0,0,0,125.825,527896800000
0,0,0,126.775,527983200000
0,0,0,126.525,528069600000
0,0,0,124.875,528332400000
0,0,0,125,528418800000
0,0,0,125.927,528505200000
0,0,0,126.245,528591600000
0,0,0,126.685,528678000000
0,0,0,128.155,528937200000
0,0,0,129.845,529023600000
0,0,0,130.897,529110000000
0,0,0,130.65,529196400000
0,0,0,129.325,529282800000
0,0,0,127.88,529542000000
0,0,0,129.085,529628400000
0,0,0,127.58,529714800000
0,0,0,127.688,529801200000
0,0,0,128.762,529887600000
0,0,0,128.655,530146800000
0,0,0,127.435,530233200000
0,0,0,127.93,530319600000
0,0,0,129.505,530406000000
0,0,0,130.832,530492400000
0,0,0,130.24,530751600000
0,0,0,131.735,530838000000
0,0,0,130.99,530924400000
0,0,0,132.9,531010800000
0,0,0,134.54,531097200000
0,0,0,135.03,531356400000
0,0,0,136.297,531442800000
0,0,0,136.147,531529200000
0,0,0,136.665,531615600000
0,0,0,137.512,531702000000
0,0,0,137.172,531961200000
0,0,0,135.977,532047600000
0,0,0,137.115,532134000000
0,0,0,136.3,532220400000
0,0,0,135.075,532306800000
0,0,0,131.735,532566000000
0,0,0,131.155,532652400000
0,0,0,132.042,532738800000
0,0,0,132.362,532825200000
0,0,0,129.812,532911600000
0,0,0,128.73,533170800000
0,0,0,128.21,533257200000
0,0,0,129.125,533343600000
0,0,0,129.595,533430000000
0,0,0,128,533516400000
0,0,0,125.232,533775600000
0,0,0,124.947,533862000000
0,0,0,127.46,533948400000
0,0,0,126.45,534034800000
0,0,0,125.282,534121200000
0,0,0,123.4,534380400000
0,0,0,123.84,534466800000
0,0,0,123.21,534553200000
0,0,0,125.3,534639600000
0,0,0,127.255,534726000000
0,0,0,125.48,534985200000
0,0,0,124.987,535071600000
0,0,0,125.577,535158000000
0,125.622,124.995,125.622,535244400000
0,126.225,125.575,126.225,535330800000
0,125.982,125.432,125.495,535590000000
0,125.3,124.785,125.007,535676400000
0,125.242,124.822,125.005,536194800000
0,126.177,125.155,126.177,536281200000
0,126.93,126.462,127.18,536540400000
0,128.08,127.09,127.992,536799600000
0,128.232,126.015,126.015,536972400000
0,125.887,123.307,123.795,537058800000
0,123.472,120.727,120.857,537145200000
0,120.465,117.012,117.012,537404400000
0,117.587,114.05,114.05,537490800000
0,113.617,109.225,110.237,537577200000
0,115.075,111.472,114.98,537663600000
0,114.915,113.35,113.35,537750000000
0,114.982,113.615,114.982,538009200000
0,116.94,115.525,116.67,538095600000
0,116.827,116.287,116.387,538182000000
0,115.435,113.1,113.1,538268400000
0,113.87,113.412,113.647,538354800000
0,113.65,112.247,112.287,538614000000
0,111.852,108.872,109.915,538700400000
0,109.825,107.522,107.522,538786800000
0,109.182,108.08,109.155,538873200000
0,111.195,109.17,111.132,538959600000
0,113.882,111.597,113.777,539218800000
0,117.027,114.107,116.955,539305200000
0,116.955,115.438,116.037,539391600000
0,118.127,116.067,117.36,539478000000
0,117.872,116.972,116.972,539564400000
0,117.242,116.02,116.02,539823600000
0,116.142,115.642,116.142,539910000000
0,117.03,115.742,117.03,539996400000
0,118.717,117.257,118.146,540082800000
0,118.147,117.49,117.578,540169200000
0,117.752,117.375,117.596,540428400000
0,118.957,117.595,118.783,540514800000
0,119.53,118.897,119.531,540601200000
0,121.132,119.56,121.131,540687600000
0,122.66,121.012,122.515,540774000000
0,124.122,122.425,123.951,541033200000
0,124.235,122.792,122.979,541119600000
0,123.795,122.432,123.796,541206000000
0,126.522,124.135,125.792,541292400000
0,127.135,125.532,127.136,541378800000
0,127.995,127.135,127.996,541638000000
0,127.995,127.77,127.769,541724400000
0,128.765,127.297,128.65,541810800000
0,129.697,129.52,129.563,541897200000
0,129.575,128.59,129.252,541983600000
0,129.812,128.887,129.811,542242800000
0,131.322,129.812,130.929,542329200000
0,129.457,128.362,129.939,542415600000
0,129.832,128.452,128.451,542502000000
0,129.457,128.362,129.457,542588400000
0,130.197,129.76,129.76,542847600000
0,129.792,129.557,129.793,542934000000
0,131.952,129.852,131.537,543020400000
0,132.272,131.447,131.457,543106800000
0,131.555,130.817,130.817,543193200000
0,130.837,130.48,130.836,543452400000
0,133.255,130.837,133.2,543538800000
0,134.792,133.272,134.184,543625200000
0,134.865,133.532,133.56,543711600000
0,134.415,133.14,134.409,543798000000
0,134.852,132.72,132.792,544053600000
0,132.792,131.11,131.251,544140000000
0,132.91,130.295,130.295,544226400000
0,130.84,129.807,129.94,544312800000
0,131.59,129.857,131.585,544399200000
0,134.477,131.585,134.478,544658400000
0,135.997,134.477,135.183,544744800000
0,136.062,134.977,135.158,544831200000
0,136.482,135.092,135.92,544917600000
0,135.92,134.042,134.048,545004000000
0,134.047,133.06,133.237,545263200000
0,133.292,132.505,132.69,545349600000
0,135.53,132.69,135.53,545436000000
0,137.637,135.53,137.482,545522400000
0,137.617,136.88,136.985,545954400000
0,138.042,136.935,137.904,546040800000
0,139.525,137.422,139.525,546127200000
0,141.575,139.525,140.97,546213600000
0,140.97,138.627,139.033,546472800000
0,140.172,138.862,138.863,546559200000
0,139.337,138.745,139.266,546645600000
0,140.07,139.192,139.671,546732000000
0,139.582,138.805,139.005,547077600000
0,140.032,138.962,139.886,547164000000
0,141.477,139.895,141.39,547250400000
0,142.35,140.357,140.43,547336800000
0,140.438,139.49,140.043,547423200000
0,140.125,138.442,138.442,547682400000
0,138.442,135.382,135.667,547768800000
0,135.667,134.03,134.196,547855200000
0,134.15,132.98,133.903,547941600000
0,133.91,132.985,132.985,548028000000
0,132.197,128.415,128.416,548287200000
0,130.022,128.392,129.887,548373600000
0,129.887,126.655,127.074,548460000000
0,130.097,127.215,130.098,548546400000
0,131.467,130.265,131.468,548632800000
0,132.307,131.102,132.308,548892000000
0,132.547,132.082,132.263,548978400000
0,133.167,132.262,132.702,549064800000
0,132.702,131.752,132.037,549237600000
0,132.617,131.512,131.781,549496800000
0,132.027,131.582,131.633,549583200000
0,131.632,130.725,130.847,549669600000
0,132.447,130.977,132.447,549756000000
0,132.575,132.375,132.528,549842400000
0,133.627,132.465,133.627,550188000000
0,134.235,133.627,134.128,550274400000
0,134.175,133.767,133.803,550360800000
0,134.637,133.78,134.624,550447200000
0,135.812,134.622,135.521,550706400000
0,135.93,135.58,135.73,550792800000
0,136.82,135.882,136.657,550879200000
0,136.777,136.43,136.429,550965600000
0,136.43,135.212,135.335,551311200000
0,136.51,135.345,136.51,551397600000
0,136.787,136.047,136.148,551484000000
0,136.147,135.285,135.328,551570400000
0,135.68,135.29,135.612,551656800000
0,135.612,135.15,135.21,551916000000
0,135.237,134.68,134.733,552002400000
0,134.507,133.938,134.083,552088800000
0,135.425,133.895,135.335,552175200000
0,137.55,135.335,137.55,552261600000
0,137.875,137.405,137.874,552520800000
0,138.037,137.525,137.707,552607200000
0,139.22,137.707,139.221,552693600000
0,139.95,139.22,139.951,552780000000
0,140.04,139.397,140.04,552866400000
0,140.8,140.05,140.786,553125600000
0,141.245,140.742,141.2,553212000000
0,142.257,141.95,142.258,553298400000
0,142.688,141.855,142.065,553384800000
0,142.897,142.065,142.747,553471200000
0,142.747,142.175,142.606,553730400000
0,142.677,141.67,141.704,553816800000
0,141.705,139.702,140.185,553903200000
0,141.285,140.59,141.284,553989600000
0,141.605,141.232,141.605,554076000000
0,141.935,141.595,141.892,554335200000
0,143.872,141.797,143.857,554421600000
0,145.282,143.857,145.284,554508000000
0,145.777,145.217,145.22,554594400000
0,145.425,144.9,145.13,554680800000
0,145.13,143.817,143.817,554940000000
0,144.43,142.965,144.429,555026400000
0,146.88,144.43,146.881,555112800000
0,148.402,146.88,147.212,555199200000
