,open,high,low,last,time,closePct,closeHighRatio
8710,1647.631293,1663.344701,1647.57377,1662.324359,1537480800000,0.00891769054303837,93.50655185685993
8709,1630.1775539999999,1646.238191,1629.6165130000002,1645.842992,1537394400000,0.00960965139138481,97.53933172140171
8708,1626.499876,1637.906102,1626.499876,1630.501712,1537308000000,0.0024603973594155004,35.084663411017544
8707,1640.011108,1640.710754,1616.035646,1625.451706,1537221600000,-0.008877624016678243,
8706,1633.680028,1644.789123,1624.638365,1640.599197,1537135200000,0.0042353269192318965,62.28382239957436
8705,1623.255156,1634.736263,1622.8449460000002,1634.736263,1536876000000,0.007072891133327097,100.0
8704,1618.939887,1628.871458,1616.814358,1621.8483310000001,1536789600000,0.00179651142290993,29.284833185002885
8703,1620.7730880000001,1631.124313,1614.297663,1618.806645,1536703200000,-0.001213274711037271,
8702,1624.837007,1625.861024,1609.386285,1620.38566,1536616800000,-0.002739565249205489,
8701,1617.7325640000001,1629.481591,1613.462875,1624.245519,1536530400000,0.004025977559539262,55.43399466185589
8700,1632.670805,1634.8031039999998,1610.716343,1618.1984519999999,1536271200000,-0.008864219875604484,
8699,1631.364401,1646.957536,1627.745781,1632.418762,1536184800000,0.000646306244854733,6.761699940390319
8698,1645.290292,1645.290292,1631.737377,1631.737377,1536098400000,-0.008237400455043842,
8697,1660.6392449999998,1663.224199,1638.514173,1645.945256,1536012000000,-0.00884839319812647,
8696,1657.673708,1664.474229,1656.9444119999998,1660.143598,1535925600000,0.0014899735623967736,36.31912907849439
8695,1671.409506,1671.409506,1658.163137,1658.163137,1535666400000,-0.007925268435083344,
8694,1676.818661,1678.04975,1670.057146,1672.563092,1535580000000,-0.002537882657783652,
8693,1671.507673,1679.511405,1669.771093,1677.215423,1535493600000,0.003414731557741524,71.31360720224146
8692,1665.840259,1671.4363349999999,1665.733543,1671.1461160000001,1535407200000,0.0031850935114181578,94.81388387148849
8691,1647.375036,1665.178693,1647.375036,1665.097486,1535320800000,0.010757993542886313,99.54387460958063
8690,1643.4111050000001,1648.43011,1642.867135,1646.86749,1535061600000,0.0021031773422268696,68.86594055993245
8689,1643.412647,1649.244704,1642.2359900000001,1643.705052,1534975200000,0.0001779254897020799,5.013754152264364
8688,1637.450755,1645.399058,1635.453224,1643.4567240000001,1534888800000,0.0036678776333642915,75.56290946633676
8687,1631.057003,1640.448735,1630.7547539999998,1637.601415,1534802400000,0.004012374790067552,69.6826953750401
8686,1623.685499,1632.645988,1620.665928,1630.917422,1534716000000,0.004454017113815434,80.70902157237188
8685,1610.921188,1623.215492,1608.92591,1622.7125939999999,1534456800000,0.007319666590666074,95.90950410856779
8684,1595.8405539999999,1612.523781,1595.8405539999999,1611.3302,1534370400000,0.0097062616695478,92.84562273234081
8683,1609.395496,1619.1571720000002,1592.0450210000001,1593.592794,1534284000000,-0.009819029591717099,
8682,1612.307471,1621.606477,1603.3513,1608.55808,1534197600000,-0.0023254813783593065,
8681,1615.378665,1616.337072,1607.809025,1611.795007,1534111200000,-0.0022184631242483377,
8680,1627.43523,1627.43523,1613.3888539999998,1616.818059,1533852000000,-0.006523867005140405,
8679,1622.9330630000002,1631.738292,1618.720514,1631.232408,1533765600000,0.0051137937781970955,94.25473204615197
8678,1619.912686,1624.101331,1614.733298,1622.626376,1533679200000,0.0016752075735024796,64.7868224688396
8677,1610.520301,1621.258779,1610.520301,1619.892949,1533592800000,0.005819639773668506,87.28097221971342
8676,1612.5101029999998,1616.293491,1603.824809,1608.4774869999999,1533506400000,-0.0025008314630076134,
8675,1599.409036,1614.860833,1599.409036,1611.949511,1533247200000,0.007840692854507614,81.1586833557292
8674,1611.2608779999998,1611.2608779999998,1592.535418,1598.058102,1533160800000,-0.008194064772669263,
8673,1616.109129,1622.085095,1611.482864,1612.544428,1533074400000,-0.0022057303780009807,
8672,1610.497666,1619.112234,1610.497666,1615.596298,1532988000000,0.003165873572895883,59.18616000245136
8671,1613.482434,1615.404035,1606.650386,1611.070728,1532901600000,-0.0014947209521340987,
8670,1609.706973,1615.390987,1607.628834,1612.76152,1532642400000,0.0018975795292153208,53.739258911044075
8669,1595.020754,1609.6485599999999,1595.020754,1608.803776,1532556000000,0.008641280663862716,94.22480719254895
8668,1601.35464,1605.283843,1593.042782,1593.268459,1532469600000,-0.005049587891411855,
8667,1582.318526,1605.3985380000001,1582.318526,1601.375041,1532383200000,0.012043412680109222,82.56717977442945
8666,1578.9845890000001,1584.936201,1573.793273,1580.4973289999998,1532296800000,0.0009580460826141834,25.41731551048199
8665,1582.302615,1589.894393,1569.503311,1579.396178,1532037600000,-0.0018368401672648194,
8664,1571.148715,1589.808302,1571.148715,1584.343767,1531951200000,0.008398346938151002,70.71459834561247
8663,1557.974103,1572.634438,1557.974103,1570.4181449999999,1531864800000,0.007987322752052162,84.88238502053211
8662,1554.8907869999998,1566.751542,1550.83722,1556.607577,1531778400000,0.0011041225624035533,14.474542303589876
8661,1551.240565,1555.114289,1544.555664,1552.753197,1531692000000,0.0009751111685245561,39.04852281680173
8660,1542.518349,1554.171538,1542.518349,1550.87932,1531432800000,0.005420338114888734,71.74835145984488
8659,1528.009366,1544.1751789999998,1523.066818,1541.521778,1531346400000,0.008843147365891202,83.58634360053634
8658,1547.209155,1547.209155,1524.752643,1526.292057,1531260000000,-0.01351924394475279,
8657,1541.2756789999999,1551.3670710000001,1540.829282,1548.384311,1531173600000,0.004612174250755885,70.44253161506342
8656,1525.550764,1541.610494,1525.550764,1541.0644029999999,1531087200000,0.01016920535592214,96.59962527389835
8655,1526.859477,1535.697653,1511.825366,1524.1712029999999,1530828000000,-0.001760655803952571,
8654,1522.744023,1536.050078,1521.19966,1526.604578,1530741600000,0.0025352619624106065,29.013520536327054
8653,1537.884706,1538.032712,1521.5998359999999,1522.341362,1530655200000,-0.01010696311586845,
8652,1542.156739,1548.786637,1537.300547,1538.395178,1530568800000,-0.0024391560889194253,
8651,1557.456415,1557.456415,1533.98047,1540.863484,1530482400000,-0.010653865392438733,
8650,1534.9013289999998,1560.744101,1534.9013289999998,1558.8778439999999,1530223200000,0.015620883601437097,92.77841788798771
8649,1539.784383,1543.243661,1521.24344,1531.65931,1530136800000,-0.005276760233253963,
8648,1528.92814,1550.144242,1514.612223,1540.875378,1530050400000,0.007814126568433721,56.31212557330238
8647,1534.701444,1539.395717,1526.3044949999999,1529.22622,1529964000000,-0.0035676150702833587,
8646,1548.961717,1553.1169380000001,1534.4798050000002,1534.654547,1529877600000,-0.009236619500002652,
8645,1572.194299,1576.963503,1548.33527,1549.547182,1529532000000,-0.01440478254780897,
8644,1564.153688,1582.269242,1564.0097449999998,1572.2874470000002,1529445600000,0.0052001021781946655,44.89931138733083
8643,1559.990302,1565.616885,1542.376758,1564.8741009999999,1529359200000,0.0031306598468840985,86.79866625978802
8642,1569.6385300000002,1569.6385300000002,1550.40664,1561.6506689999999,1529272800000,-0.005088981219134814,
8641,1587.642433,1587.642433,1570.419477,1570.433842,1529013600000,-0.01083908482307494,
8640,1571.445766,1591.659421,1559.395601,1588.000333,1528927200000,0.010534609184851718,81.89793978377435
8639,1573.096816,1575.470616,1563.536759,1571.069309,1528840800000,-0.0012888634567040924,
8638,1573.006201,1577.044016,1566.708591,1572.270146,1528754400000,-0.0004679288610126564,
8637,1557.682759,1571.231253,1555.788352,1571.181061,1528668000000,0.008665629713116685,99.62953816121612
8636,1554.962027,1562.364424,1542.085144,1555.874073,1528408800000,0.0005865390820891658,12.320954955535491
8635,1563.0054699999998,1575.740578,1551.3141210000001,1555.64742,1528322400000,-0.004707629078226971,
8634,1564.427312,1572.118966,1559.054817,1559.054817,1528149600000,-0.0034341608323954498,
8633,1570.491274,1578.469725,1561.732675,1564.7320539999998,1528063200000,-0.0036671454947543314,
8632,1549.9428699999999,1573.35719,1549.544975,1569.5129769999999,1527804000000,0.012626340866357166,83.58178670147129
8631,1563.686929,1572.415093,1544.834347,1549.9428699999999,1527717600000,-0.008789520936131168,
8630,1572.447566,1574.650364,1559.6611560000001,1562.536822,1527631200000,-0.006302750065753204,
8629,1579.495414,1579.495414,1554.944797,1572.303756,1527544800000,-0.0045531363600400665,
8628,1589.014038,1598.351325,1577.427224,1581.523024,1527458400000,-0.004714252876852121,
8627,1594.567286,1603.0362619999999,1584.912808,1586.984095,1527199200000,-0.0047556419014606055,
8626,1602.12079,1612.777558,1588.033209,1593.571255,1527112800000,-0.005336386028671369,
8625,1621.901501,1621.901501,1597.763664,1602.0979960000002,1527026400000,-0.012210054055557529,
8624,1627.22948,1632.3000710000001,1617.1513300000001,1624.440803,1526940000000,-0.0017137576686478972,
8623,1622.177282,1634.7582109999998,1622.177282,1626.253684,1526853600000,0.002512920163062704,32.401438717283916
8622,1618.1222189999999,1627.133563,1617.8589980000002,1621.613605,1526594400000,0.0021576775592129227,38.744342686285826
8621,1602.279683,1618.9527859999998,1602.279683,1618.9527859999998,1526508000000,0.01040586308177005,100.0
8620,1606.701593,1606.701593,1593.253234,1602.271663,1526421600000,-0.0027571579061725915,
8619,1597.833323,1608.47488,1593.164722,1606.718465,1526335200000,0.005560743960025594,83.49475551368964
8618,1603.687656,1607.400323,1593.660438,1598.576348,1526248800000,-0.003187221639373905,
8617,1616.667701,1619.7925,1601.117497,1603.252141,1525989600000,-0.008298279226894856,
8616,1608.643155,1623.038061,1603.059463,1616.801473,1525816800000,0.005071552366752163,56.675034904708745
8615,1598.374825,1608.936233,1591.3171869999999,1608.936233,1525730400000,0.006607591557881154,100.0
8614,1577.542533,1600.4451869999998,1577.1475300000002,1597.929151,1525644000000,0.012923022722709732,89.01421643098749
8613,1567.395457,1577.816526,1565.609517,1577.083469,1525384800000,0.006180962153956138,92.96562569540471
8612,1591.049947,1591.049947,1564.754509,1566.962143,1525298400000,-0.015139564942897477,
8611,1574.878585,1592.1153,1574.878585,1590.969768,1525212000000,0.010217411775905294,93.35411648913379
8610,1581.7243349999999,1582.197363,1568.6826800000001,1570.708915,1525039200000,-0.00696418443862401,
8609,1574.4532060000001,1583.114228,1571.490547,1580.779875,1524780000000,0.004018327744444772,73.04760338906857
8608,1557.460983,1575.225031,1552.020761,1573.757851,1524693600000,0.010463740779309116,91.74073386876758
8607,1574.015672,1574.015672,1543.256745,1557.2942050000001,1524607200000,-0.010623443779789632,
8606,1587.0536880000002,1593.104657,1571.408863,1575.40074,1524520800000,-0.007342503967011416,
8605,1572.962675,1587.650322,1570.840973,1587.650322,1524434400000,0.009337568674348873,100.0
8604,1558.3954119999999,1576.981948,1556.8932710000001,1572.582675,1524175200000,0.0091037633265314,76.33086122126288
8603,1551.721013,1563.828385,1551.721013,1558.2323310000002,1524088800000,0.004196191161587315,53.7797797903633
8602,1545.160285,1553.883501,1542.9742509999999,1552.484923,1524002400000,0.004740374232437672,83.9671744916092
8601,1528.527381,1548.495361,1528.527381,1545.160285,1523916000000,0.010881652632953376,83.29787990572862
8600,1526.69231,1533.738398,1524.2213160000001,1526.2724460000002,1523829600000,-0.0002750154679168615,
8599,1520.557696,1534.035884,1517.405427,1526.664598,1523570400000,0.0040162251100797075,45.3095178669423
8598,1505.762485,1520.8533439999999,1503.8593859999999,1518.883957,1523484000000,0.008714171146321226,86.94980186349974
8597,1526.468208,1526.468208,1498.7959130000002,1504.7093730000001,1523397600000,-0.014254365001488356,
8596,1513.107972,1526.988699,1513.107972,1526.7584550000001,1523311200000,0.009021486405862422,98.34126843644532
8595,1513.240951,1527.562379,1502.454135,1511.318526,1523224800000,-0.0012704024423404459,
8594,1526.42543,1526.42543,1508.8489140000001,1511.373767,1522965600000,-0.009860726049355728,
8593,1500.064908,1527.4373130000001,1500.064908,1527.218175,1522879200000,0.018101394716447672,99.19941999981312
8592,1509.302727,1511.6945230000001,1482.2180560000002,1494.648904,1522792800000,-0.009709001870769285,
8591,1533.195081,1533.195081,1504.070388,1508.798272,1522706400000,-0.015912397125672828,
8590,1513.193857,1537.247763,1513.193857,1535.351318,1522274400000,0.014642843610222167,92.11585428162861
8589,1506.31826,1512.132622,1484.138968,1512.132622,1522188000000,0.0038599824183238596,100.0
8588,1496.7176029999998,1517.546901,1495.07632,1510.11183,1522101600000,0.008949067595084736,64.30474517192158
8587,1513.424168,1519.7866060000001,1493.795646,1496.594177,1522015200000,-0.011120471944254029,
8586,1513.473122,1520.655764,1493.12343,1513.183097,1521759600000,-0.0001916287747593115,
8585,1547.6200390000001,1547.6200390000001,1508.856532,1515.8373179999999,1521673200000,-0.020536514260009686,
8584,1552.4170199999999,1553.179723,1543.259197,1549.700879,1521586800000,-0.001749620730130852,
8583,1548.877783,1556.068486,1542.303997,1551.97109,1521500400000,0.0019971278779715718,43.018144401181665
8582,1573.270726,1573.270726,1545.781463,1547.4147130000001,1521414000000,-0.01643456054492165,
8581,1592.4893550000002,1593.426109,1572.5827359999998,1573.4832800000001,1521154800000,-0.011934820751125175,
8580,1586.059309,1592.284023,1580.185625,1592.284023,1521068400000,0.003924641383003857,100.0
8579,1578.631402,1598.35273,1578.631402,1585.3050380000002,1520982000000,0.00422748210351398,33.839688686280084
8578,1593.880526,1603.335536,1575.2313279999998,1578.1481019999999,1520895600000,-0.009870516480605995,
8577,1590.8849289999998,1602.26342,1589.173404,1593.8256820000001,1520809200000,0.001848501388374446,25.84484181602174
8576,1586.027369,1592.772134,1580.3762359999998,1589.619712,1520550000000,0.0022649943312549325,53.26120331842476
8575,1564.184405,1586.222975,1564.184405,1585.534248,1520463600000,0.01364918543603566,96.87490159298007
8574,1558.499718,1564.195371,1548.008708,1564.185621,1520377200000,0.0036483182732278685,99.82881681872227
8573,1551.1963560000002,1569.7452269999999,1551.1963560000002,1559.9406060000001,1520290800000,0.0056371006585835826,47.141683178453775
8572,1525.800989,1548.027503,1524.263582,1547.94264,1520204400000,0.01451149341206781,99.61819023891897
8571,1559.497723,1559.497723,1525.373176,1526.461942,1519945200000,-0.021183603228640324,
8570,1583.227588,1583.227588,1560.560535,1560.560535,1519858800000,-0.014316989655690504,
8569,1586.8606730000001,1594.507748,1580.953696,1583.394165,1519772400000,-0.0021845068435949466,
8568,1588.205488,1595.35392,1583.5242050000002,1588.232058,1519686000000,1.6729573220075622e-05,0.3716899034640407
8567,1578.87187,1591.5921759999999,1578.87187,1586.957069,1519599600000,0.0051208708911889556,63.5613561497667
8566,1574.505047,1580.137779,1567.948249,1577.110433,1519340400000,0.0016547333430045885,46.25439307249206
8565,1573.3684859999998,1575.163632,1556.502281,1573.884175,1519254000000,0.00032776110910370804,28.726855642940468
8564,1569.3237609999999,1577.740671,1557.714765,1575.121838,1519167600000,0.0036946340481747164,68.88605200720988
8563,1550.9091369999999,1570.359365,1550.9091369999999,1569.678548,1519081200000,0.01210219899555609,96.49969655882734
8562,1558.373383,1562.460762,1549.005891,1550.862109,1518994800000,-0.004819945002872417,
8561,1545.460916,1557.294558,1545.460916,1556.930852,1518735600000,0.007421692701027105,96.92650833952817
8560,1533.295032,1550.278423,1533.295032,1542.721608,1518649200000,0.006147920526230477,55.5046751264225
8559,1516.332827,1533.704093,1503.370709,1532.154392,1518562800000,0.010434097790590124,91.07894036047729
8558,1522.135101,1527.1733609999999,1513.234554,1513.269828,1518476400000,-0.005824235308794834,
8557,1501.503972,1531.85709,1501.503972,1521.622199,1518390000000,0.013398717136393845,66.28059430335934
8556,1518.68648,1523.451781,1499.740026,1500.1836720000001,1518130800000,-0.012183428405841856,
8555,1550.437424,1550.437424,1519.76614,1519.76614,1518044400000,-0.019782342405584297,
8554,1513.569958,1555.288921,1513.569958,1551.146307,1517958000000,0.024826304725057202,90.07018942441093
8553,1535.283226,1535.283226,1487.954685,1511.5989789999999,1517871600000,-0.015426630473718284,
8552,1581.692777,1581.692777,1545.556921,1546.333652,1517785200000,-0.02235524212677109,
8551,1601.765615,1602.016054,1581.038526,1584.790386,1517526000000,-0.010597823327603506,
8550,1596.004573,1610.2745810000001,1596.004573,1601.843179,1517439600000,0.0036582639541096196,40.91522583589266
8549,1605.431437,1613.1616080000001,1592.392809,1593.1515,1517353200000,-0.007648994978537993,
8548,1609.69591,1612.242518,1602.290884,1603.310424,1517266800000,-0.003966889622027958,
8547,1611.9036210000002,1620.459616,1608.507446,1610.398095,1517180400000,-0.0009340049742342371,
8546,1606.608669,1614.604024,1601.729649,1612.627115,1516921200000,0.003746055972513984,75.27428112948114
8545,1630.002633,1630.002633,1600.890103,1604.4882189999998,1516834800000,-0.0156529894390669,
8544,1644.240589,1645.062886,1629.9776669999999,1631.19975,1516748400000,-0.00793122313561867,
8543,1636.769242,1647.6936560000001,1636.769242,1643.71112,1516662000000,0.004241207509201095,63.54462582615247
8542,1631.148602,1639.053647,1628.69981,1635.466406,1516575600000,0.002647094197736344,54.6208655358703
8541,1624.120606,1631.6273429999999,1623.634888,1630.6196699999998,1516316400000,0.004001589522348414,86.5764179562961
8540,1623.1852119999999,1630.534894,1619.8832949999999,1624.778812,1516230000000,0.0009817733603159073,21.68257075612448
8539,1623.0465470000001,1629.668169,1614.459306,1622.85355,1516143600000,-0.0001189103296863614,
8538,1626.798826,1630.012653,1620.458266,1623.325951,1516057200000,-0.0021347906972241093,
8537,1628.3958380000001,1630.2199779999999,1622.9257619999998,1627.289469,1515970800000,-0.0006794226404797099,
8536,1630.993837,1634.57895,1621.2424800000001,1628.3958380000001,1515711600000,-0.0015928932047827304,
8535,1629.749419,1632.8986289999998,1620.5193060000001,1630.287247,1515625200000,0.00033000656035198084,17.078187862988578
8534,1631.7774279999999,1631.912132,1621.853987,1629.29035,1515538800000,-0.0015241527167392244,
8533,1618.899022,1633.956824,1618.899022,1632.285093,1515452400000,0.00826862628125058,88.89790820731915
8532,1612.9842720000001,1622.413284,1612.9842720000001,1619.134806,1515366000000,0.0038131394749272296,65.22988834885342
8531,1604.080878,1611.3063240000001,1604.080878,1611.3063240000001,1515106800000,0.00450441501990162,100.0
8530,1587.8755939999999,1606.7145480000001,1587.8755939999999,1603.671962,1515020400000,0.009948114360903704,83.84949610259567
8529,1580.209297,1591.103356,1577.6061650000001,1587.562034,1514934000000,0.004653014644300013,67.49308958212869
8528,1577.07536,1583.384165,1573.761273,1579.8169990000001,1514847600000,0.0017384324614646562,43.45734255536705
8527,1588.556491,1591.584502,1573.562195,1576.936218,1514502000000,-0.0073149888378757355,
8526,1594.9479039999999,1594.9479039999999,1584.247019,1588.505791,1514415600000,-0.004039074244270635,
8525,1606.359299,1613.75826,1589.781755,1594.9864710000002,1514329200000,-0.007079878086477698,
8524,1615.974993,1616.220803,1602.1136720000002,1606.247217,1513897200000,-0.006019756519833663,
8523,1599.991051,1616.978204,1593.262267,1616.267593,1513810800000,0.010172895648276947,95.81677400562666
8522,1611.870431,1613.688062,1597.421008,1600.288627,1513724400000,-0.007185319475595087,
8521,1615.484136,1620.5689730000001,1610.621424,1611.434201,1513638000000,-0.002506948170984735,
8520,1593.709827,1616.255901,1593.709827,1615.630756,1513551600000,0.013754655100084445,97.22725561887195
8519,1609.392042,1610.589889,1585.792739,1594.350432,1513292400000,-0.009346144138570267,
8518,1618.011989,1622.0831289999999,1609.59801,1609.59801,1513206000000,-0.005200195707573463,
8517,1623.752318,1624.315962,1584.5338769999998,1619.82105432,1513119600000,-0.002421098117256104,
8516,1620.792518,1625.051502,1612.966821,1623.7523178,1513033200000,0.0018261435483748478,69.49544304462965
8515,1610.92996,1627.93852,1610.92996,1619.473243,1512946800000,0.005303323677709804,50.22931394544853
8514,1599.56532,1621.381428,1599.56532,1610.824405,1512687600000,0.00703884040196634,51.60904502306346
8513,1596.277996,1606.93964,1594.772699,1599.286507,1512601200000,0.001884703671627852,28.21807781238983
8512,1609.2093220000002,1609.2093220000002,1591.254013,1595.440369,1512514800000,-0.008556346779602042,
8511,1616.6197300000001,1620.4510619999999,1607.034324,1613.361179,1512428400000,-0.002015657077252264,
8510,1595.5925140000002,1624.047998,1595.5925140000002,1616.797516,1512342000000,0.01328973520115162,74.51991327928226
8509,1609.254537,1611.0734539999999,1592.199429,1592.199429,1512082800000,-0.010598141939555772,
8508,1613.558569,1624.47395,1609.099122,1610.105577,1511996400000,-0.0021399855365275,
8507,1621.077115,1628.7645519999999,1613.558569,1613.55856943,1511910000000,-0.004637993776131943,
8506,1608.743839,1622.110415,1608.3118060000002,1620.808825,1511823600000,0.007499631518402383,90.26235290174522
8505,1614.6216279999999,1618.8458970000002,1607.1531730000002,1608.743839,1511737200000,-0.003640350716273111,
8504,1612.573067,1620.254709,1606.5951710000002,1614.6216279999999,1511478000000,0.0012703678623449122,26.6682696225603
8503,1616.642529,1616.786159,1607.637067,1612.573067,1511391600000,-0.002517230573240714,
8502,1636.6458220000002,1637.988264,1617.516807,1617.516807,1511305200000,-0.011687938063853265,
8501,1623.541707,1639.9209560000002,1618.64855,1636.6458220000002,1511218800000,0.008071314055869916,80.00437016373606
8500,1617.699047,1626.0228359999999,1607.7723720000001,1623.541707,1511132400000,0.003611710108153421,70.19231265953714
8499,1633.6581939999999,1633.937893,1613.899135,1617.699047,1510873200000,-0.009768963335545666,
8498,1627.1649710000002,1636.9593630000002,1624.894855,1633.6581939999999,1510786800000,0.003990513018485853,66.29531470661686
8497,1628.4848220000001,1628.4848220000001,1612.493498,1626.999883,1510700400000,-0.0009118531409930686,
8496,1630.511937,1635.547566,1623.0893310000001,1628.4848220000001,1510614000000,-0.0012432383682695614,
8495,1634.68129,1634.874493,1618.4576869999999,1630.511937,1510527600000,-0.0025505601767791264,
8494,1643.255443,1646.15266,1634.215881,1634.68129,1510268400000,-0.005217784633864797,
8493,1662.987897,1662.987897,1641.1861529999999,1643.255443,1510182000000,-0.011865663024726136,
8492,1670.236073,1672.7583949999998,1657.129829,1662.987897,1510095600000,-0.004339611697513623,
8491,1676.274125,1681.670747,1669.983517,1670.236073,1510009200000,-0.0036020671738280496,
8490,1677.355655,1681.753541,1671.6033710000002,1676.1414550000002,1509922800000,-0.0007238774891780153,
8489,1672.776245,1678.45313,1672.776245,1677.654454,1509663600000,0.002916235219492913,85.93108720715495
8488,1672.0258609999998,1674.767081,1665.419406,1672.776245,1509577200000,0.0004487873169325418,27.374088909322737
8487,1671.628594,1681.1311269999999,1671.319765,1672.0258609999998,1509490800000,0.00023765267082986874,4.180643203236809
8486,1662.3212800000001,1675.608015,1662.3212800000001,1671.628594,1509404400000,0.0055989862561345305,70.04966983988143
