,vol,sma10,sma20,sma50,sma100,vwap,bbmid,bbUpper,bbLower,cci,rsi,5max,10max,20max,5low,10low,20low,1pred,3pred,5pred,10pred,1predB,3predB,5predB,10predB
19,-0.5958544183208222,0.9651474530831099,0.9349195710455764,0.9349195710455764,0.9349195710455764,174.51939964168537,0.9349195710455764,1.0076447967147582,0.8621943453763947,130.77736139137113,65.71392674074629,1.002680965147453,1.002680965147453,1.002680965147453,0.967828418230563,0.920911528150134,0.8820375335120644,-0.005361930294906166,0.0013404825737265416,-0.03485254691689008,-0.04423592493297587,False,True,False,False
20,0.14012540496674677,0.9777628032345014,0.9448787061994609,0.9428186368887177,0.9428186368887177,175.2557731155891,0.9448787061994609,1.0202198524294908,0.869537559969431,133.51075626524712,64.19487477439776,1.0080862533692723,1.0080862533692723,1.0080862533692723,0.977088948787062,0.9393530997304582,0.8867924528301887,0.014824797843665768,-0.009433962264150943,-0.02425876010781671,-0.05256064690026954,True,False,False,False
21,-0.1446684005924679,0.9709163346613546,0.9368525896414344,0.9322709163346613,0.9322709163346613,175.8604951985001,0.9368525896414344,1.0136231306891694,0.8600820485936991,125.48270740504974,66.48901412301188,1.0,1.0,1.0,0.9721115537848606,0.9375830013280213,0.8738379814077025,-0.00796812749003984,-0.043824701195219126,-0.043824701195219126,-0.05976095617529881,False,False,False,False
22,-0.08430023079673633,0.9834002677376171,0.9489959839357429,0.9423782084861183,0.9423782084861183,176.28698422031513,0.9489959839357429,1.0280665677407903,0.8699254001306956,96.17985125084499,64.07732021524443,1.0080321285140563,1.0080321285140563,1.0080321285140563,0.9799196787148594,0.9451137884872824,0.8808567603748326,-0.01606425702811245,-0.030789825970548863,-0.01740294511378849,-0.03614457831325301,False,False,False,False
23,-0.025713895426258425,1.0008163265306123,0.968095238095238,0.9595238095238096,0.9595238095238096,176.63111886822242,0.968095238095238,1.0480344764392282,0.8881559997512479,78.65646258503381,59.43406647153285,1.0244897959183674,1.0244897959183674,1.0244897959183674,1.0,0.9605442176870749,0.8952380952380953,-0.02040816326530612,-0.02040816326530612,-0.00816326530612245,-0.024489795918367346,False,False,False,False
24,0.13842564050993028,1.023611111111111,0.99,0.9803333333333334,0.9803333333333334,176.81572896176567,0.99,1.0710502054437245,0.9089497945562754,32.584197308261906,54.15174055390151,1.0458333333333334,1.0458333333333334,1.0458333333333334,1.0,1.0,0.9138888888888889,0.005555555555555556,0.019444444444444445,-0.009722222222222222,-0.001388888888888889,True,True,False,False
25,-0.3295757813802231,1.018232044198895,0.9878453038674033,0.9758818529536764,0.9758818529536764,176.89886034827717,0.9878453038674033,1.0652012624229252,0.9104893453118814,16.266887234629117,55.29283167672089,1.0400552486187846,1.0400552486187846,1.0400552486187846,0.994475138121547,0.994475138121547,0.9088397790055248,-0.0055248618784530384,0.006906077348066298,-0.029005524861878452,-0.004143646408839779,False,True,False,False
26,0.3518324307396176,1.0231944444444445,0.9958333333333333,0.9819958847736627,0.9819958847736627,177.0191804757907,0.9958333333333333,1.071059330284415,0.9206073363822518,16.206150284362597,53.84950747953996,1.0375,1.0458333333333334,1.0458333333333334,1.0,1.0,0.9138888888888889,0.019444444444444445,-0.009722222222222222,-0.016666666666666666,0.027777777777777776,True,False,False,True
27,-0.35076255554635805,1.0017711171662125,0.9809264305177112,0.9645776566757494,0.9645776566757494,177.11935249366462,0.9809264305177112,1.0502027186139336,0.9116501424214888,25.472703809683924,57.98348244750726,1.0013623978201636,1.0258855585831064,1.0258855585831064,0.9809264305177112,0.9809264305177112,0.896457765667575,-0.006811989100817439,-0.04223433242506812,-0.01907356948228883,0.008174386920980926,False,False,False,True
28,0.06518140613250899,1.008230452674897,0.9925240054869684,0.9721867461331064,0.9721867461331064,177.26260956353593,0.9925240054869684,1.0504399581697952,0.9346080528041414,43.44094540172984,56.05235035044021,1.0068587105624143,1.0329218106995885,1.0329218106995885,0.9876543209876543,0.9876543209876543,0.9149519890260631,-0.02194787379972565,-0.02880658436213992,-0.01646090534979424,-0.0027434842249657062,False,False,False,False
29,-0.38007008633741285,1.026227208976157,1.018022440392707,0.9942028985507246,0.9942028985507246,177.29740396283455,1.018022440392707,1.0654624054987032,0.9705824752867107,-28.065942903095266,50.28137172377868,1.02945301542777,1.056100981767181,1.056100981767181,1.0,1.0,0.9635343618513323,-0.014025245441795231,0.009817671809256662,0.008415147265077139,0.015427769985974754,False,True,True,True
30,0.9256606971521356,1.0352773826458037,1.0336415362731153,1.0080759877024732,1.0080759877024732,177.25092733031894,1.0336415362731153,1.0773490370367866,0.9899340355094438,-123.36547351736799,47.02278919409574,1.0440967283072546,1.0711237553342816,1.0711237553342816,1.0,1.0,0.9914651493598862,0.007112375533428165,0.01991465149359886,0.025604551920341393,0.02844950213371266,True,True,True,True
31,-0.6567160603757417,1.0216101694915254,1.0271186440677966,1.0009269067796611,1.0009269067796611,177.24477062871904,1.0271186440677966,1.0679727823498018,0.9862645057857915,-111.49728903100213,48.80914783306698,1.036723163841808,1.055084745762712,1.0635593220338984,0.9929378531073446,0.9929378531073446,0.9929378531073446,0.01694915254237288,0.015536723163841809,0.04519774011299435,0.026836158192090395,True,True,True,True
32,1.4919666684278157,1.0008333333333335,1.0105555555555557,0.9847222222222223,0.9847222222222223,177.28045799545743,1.0105555555555557,1.0498431937960861,0.9712679173150249,-65.10565391205012,52.912867920208384,1.0125,1.0208333333333333,1.0458333333333334,0.9763888888888889,0.9763888888888889,0.9763888888888889,-0.004166666666666667,0.001388888888888889,0.027777777777777776,-0.001388888888888889,False,True,True,False
