ticker,year,period,reportEndDate,bruttomarginal,operativtkassaflodesmarginal,vinsttillvaxt,ebittillvaxt,omsattningstillvaxt,vinst/aktie,egetkapital/aktie,fcf/aktie,rorelsemarginal,ebita/aktie,ebit/aktie,operativkassaflode/aktie,aretskassaflode/aktie,vinstmarginal,price,stockChange,stockChangePct
A1M,2016,4,Tue Jan 31 2017 00:00:00 GMT+0100 (GMT+01:00),,,,,,-7.110499858856201,11.10960578918457,-7.153110980987549,,-7.860255718231201,-7.934961795806885,-6.93375301361084,-7.153110980987549,,40,-23.8,-0.595
A1M,2016,3,Sun Oct 30 2016 00:00:00 GMT+0200 (GMT+02:00),,,,,,-5.257800102233887,18.22023582458496,-4.653019428253174,,-4.871278285980225,-5.264950275421143,-3.864943027496338,-4.653019428253174,,50,-10,-0.2
AAC,2018,3,Tue Oct 30 2018 00:00:00 GMT+0100 (GMT+01:00),46.8572883605957,-143.21969604492188,,,296.5447692871094,-0.18870000541210175,6.776489734649658,-0.27194973826408386,-104.26359558105469,-0.36131539940834045,-0.19703607261180878,-0.2706548273563385,-0.28705716133117676,-99.89002990722656,4.53,-0.8300000000000001,-0.18322295805739514
AAC,2018,2,Mon Jul 30 2018 00:00:00 GMT+0200 (GMT+02:00),62.99734115600586,-57.89995574951172,,,309.7691955566406,-0.27709999680519104,7.013236999511719,-0.24253420531749725,-73.10087585449219,-0.09027688950300217,-0.2946029007434845,-0.23334185779094696,-0.23927292227745056,-74.2393569946289,6.59,-2.0599999999999996,-0.31259484066767823
AAC,2018,1,Tue May 01 2018 00:00:00 GMT+0200 (GMT+02:00),74.1239013671875,-24.55912208557129,,,243.20077514648438,-0.22360000014305115,8.077857971191406,-0.5666577816009521,-72.36604309082031,-0.06535425782203674,-0.22706393897533417,-0.07705949991941452,0.2911057770252228,-71.29210662841797,6.89,-0.2999999999999998,-0.043541364296081256
AAC,2017,4,Wed Jan 31 2018 00:00:00 GMT+0100 (GMT+01:00),83.5962142944336,-213.12303161621094,,,-18.10901641845703,-0.2870999872684479,1.3692477941513062,-0.2388266772031784,-286.8138732910156,-0.2293960005044937,-0.2867686450481415,-0.21308942139148712,-0.2555117607116699,-287.2555236816406,11.42,-4.53,-0.3966725043782837
AAC,2017,3,Mon Oct 30 2017 00:00:00 GMT+0100 (GMT+01:00),70.68097686767578,-241.09359741210938,,,-61.639427185058594,-0.20360000431537628,1.6556782722473145,-0.2466561496257782,-216.30325317382812,-0.1646372228860855,-0.2034069448709488,-0.22671924531459808,-0.26242902874946594,-216.60516357421875,10.9,0.5199999999999996,0.047706422018348585
AAC,2017,2,Sun Jul 30 2017 00:00:00 GMT+0200 (GMT+02:00),59.346553802490234,-85.02925872802734,,,-13.045936584472656,-0.19189999997615814,1.8583595752716064,-0.20110410451889038,-98.82965087890625,-0.15116719901561737,-0.1917981058359146,-0.16501577198505402,-0.21507886052131653,-98.91092681884766,4.09,6.8100000000000005,1.665036674816626
AAC,2017,1,Mon May 01 2017 00:00:00 GMT+0200 (GMT+02:00),79.49563598632812,-112.53152465820312,,,-35.189842224121094,-0.17180000245571136,2.047515392303467,-0.22789083421230316,-104.88845825195312,-0.1298312097787857,-0.1705947369337082,-0.18302571773529053,-0.5447231531143188,-105.68379974365234,7.15,-3.0600000000000005,-0.42797202797202805
AAC,2016,4,Tue Jan 31 2017 00:00:00 GMT+0100 (GMT+01:00),26.866443634033203,,,,,-0.3952000141143799,2.2190566062927246,,276.6468505859375,0.4129357933998108,0.33787664771080017,,,-323.6372985839844,7.65,-0.5,-0.06535947712418301
AAC,2016,3,Sun Oct 30 2016 00:00:00 GMT+0200 (GMT+02:00),77.08145904541016,,,,,-0.09229999780654907,,,-324.7072448730469,-0.759520411491394,-0.7961192727088928,,,-37.65281295776367,,7.65,Infinity
AAK,2018,3,Tue Oct 30 2018 00:00:00 GMT+0100 (GMT+01:00),25.562633514404297,7.416843414306641,16.065574645996094,10.736842155456543,7.40346622467041,1.3950999975204468,34.438453674316406,1.4385483264923096,7.445152282714844,2.6169755458831787,2.0730860233306885,2.0652036666870117,-0.5084184408187866,5.010615825653076,137.28,-7.280000000000001,-0.05303030303030304
AAK,2018,2,Mon Jul 30 2018 00:00:00 GMT+0200 (GMT+02:00),24.86726951599121,5.682307243347168,14.772727012634277,11.002445220947266,4.970628261566162,1.194100022315979,33.709327697753906,0.8749527335166931,6.514564514160156,2.3450307846069336,1.7893177270889282,1.5607264041900635,0.748833417892456,4.34782600402832,142.7,-5.4199999999999875,-0.03798177995795366
AAK,2018,1,Tue May 01 2018 00:00:00 GMT+0200 (GMT+02:00),24.782869338989258,-5.929919242858887,14.598540306091309,6.728538513183594,-0.38782817125320435,1.2374999523162842,33.059024810791016,-2.0730860233306885,6.888289928436279,2.3450307846069336,1.8129650354385376,-1.5607264041900635,0.6857737302780151,4.702006816864014,128,14.699999999999989,0.11484374999999991
AAK,2017,4,Wed Jan 31 2018 00:00:00 GMT+0100 (GMT+01:00),24.60866928100586,12.703190803527832,24.028268814086914,4.666666507720947,4.301413059234619,1.3832999467849731,30.20557403564453,2.179499387741089,7.089102745056152,2.3529133796691895,1.8563185930252075,3.3263967037200928,-0.27982720732688904,5.282961845397949,122.1667,5.833299999999994,0.04774869092805154
AAK,2017,3,Mon Oct 30 2017 00:00:00 GMT+0100 (GMT+01:00),24.4603214263916,7.4794769287109375,20.553359985351562,14.182692527770996,15.342802047729492,1.2020000219345093,28.908910751342773,1.2493693828582764,7.221039772033691,2.3450307846069336,1.8720835447311401,1.9390844106674194,-0.32712194323539734,4.636667728424072,113.8333,8.333400000000012,0.0732070492553586
AAK,2017,2,Sun Jul 30 2017 00:00:00 GMT+0200 (GMT+02:00),23.557764053344727,2.5756890773773193,13.793103218078613,11.141304016113281,30.023502349853516,1.0404000282287598,28.65273094177246,-0.08276579529047012,6.160566329956055,2.096733570098877,1.6119624376296997,0.6739500761032104,0.32712194323539734,3.9765024185180664,99.5,14.333299999999994,0.14405326633165824
AAK,2017,1,Mon May 01 2017 00:00:00 GMT+0200 (GMT+02:00),22.986276626586914,-6.08591890335083,16.595745086669922,13.123359680175781,34.42951583862305,1.079800009727478,30.639108657836914,-2.207087993621826,6.42899751663208,2.179499387741089,1.69866943359375,-1.6080211400985718,-0.0236473698168993,4.087111949920654,105.5833,-6.083299999999994,-0.0576161192158229
AAK,2016,4,Tue Jan 31 2017 00:00:00 GMT+0100 (GMT+01:00),25.572998046875,13.24960708618164,18.907562255859375,20.643430709838867,19.89459800720215,1.1153000593185425,29.645919799804688,2.0376150608062744,7.064364433288574,2.262265205383301,1.7735527753829956,3.3263967037200928,0.6857737302780151,4.442700386047363,96.75,8.833299999999994,0.09130025839793275
AAK,2016,3,Sun Oct 30 2016 00:00:00 GMT+0200 (GMT+02:00),25.162195205688477,-2.3671751022338867,-0.3937007784843445,10.638298034667969,11.801607131958008,0.9970999956130981,27.72654151916504,-3.322455644607544,7.294406414031982,2.088850975036621,1.639551043510437,-0.5320658087730408,-0.3231807351112366,4.4362616539001465,99.4167,-2.666700000000006,-0.026823461249468206
AAP B,2019,2,Sat Dec 01 2018 00:00:00 GMT+0100 (GMT+01:00),56.69607162475586,-176.10264587402344,,,-19.366310119628906,-0.4724000096321106,9.006523132324219,-0.8212655186653137,-176.34323120117188,-0.46944987773895264,-0.4781474173069,-0.47749510407447815,-0.2371167689561844,-176.34323120117188,33.95,-5.350000000000001,-0.15758468335787926
AAP B,2019,1,Fri Aug 31 2018 00:00:00 GMT+0200 (GMT+02:00),-0.09298001229763031,-305.9507141113281,,,-49.69597625732422,-0.45179998874664307,8.232988357543945,-0.9351464509963989,-190.70199584960938,-0.4440651834011078,-0.4516626298427582,-0.7246201038360596,0.3326359689235687,-190.79498291015625,48.6,-14.649999999999999,-0.301440329218107
AAP B,2018,4,Wed May 30 2018 00:00:00 GMT+0200 (GMT+02:00),12.969502449035645,-113.7078628540039,,,-36.81541442871094,-0.436599999666214,6.548557758331299,-0.747963011264801,-111.1075439453125,-0.3463994860649109,-0.3810834586620331,-0.39000219106674194,-0.5090288519859314,-111.30016326904297,39.55,9.050000000000004,0.2288242730720608
AAP B,2018,3,Sat Mar 03 2018 00:00:00 GMT+0100 (GMT+01:00),-6.59962272644043,28.472658157348633,,,39.479835510253906,-0.23680000007152557,7.984705924987793,-0.5026623010635376,-92.68803405761719,-0.4607454538345337,-0.5011895298957825,0.15395943820476532,0.014954118058085442,-43.80892562866211,47.45,-7.900000000000006,-0.16649104320337207
AAP B,2018,2,Fri Dec 01 2017 00:00:00 GMT+0100 (GMT+01:00),12.382800102233887,-196.44358825683594,100.64945983886719,100.6407470703125,-10.399767875671387,2.625,6.457799911499023,-1.3381669521331787,749.175537109375,2.653449535369873,2.6251275539398193,-0.6883425712585449,-0.09199048578739166,749.1432495117188,60.5,-13.049999999999997,-0.21570247933884293
AAP B,2018,1,Thu Aug 31 2017 00:00:00 GMT+0200 (GMT+02:00),3.2974743843078613,-53.040225982666016,,,121.78423309326172,-0.43290001153945923,3.8327858448028564,-0.7520108819007874,-89.33583068847656,-0.40421435236930847,-0.43276309967041016,-0.2569389343261719,-0.7520108819007874,-89.38259887695312,85.75,-25.25,-0.2944606413994169
AAP B,2017,4,Tue May 30 2017 00:00:00 GMT+0200 (GMT+02:00),15.436105728149414,-39.71602249145508,199.17279052734375,219.66567993164062,194.32835388183594,0.3686999976634979,4.265775680541992,-0.04135040193796158,65.94320678710938,0.38993996381759644,0.3683018088340759,-0.2218194156885147,-0.041463691741228104,66.02433776855469,54.5,31.25,0.573394495412844
AAP B,2017,3,Fri Mar 03 2017 00:00:00 GMT+0100 (GMT+01:00),-22.23845672607422,-56.48743438720703,,,80.10526275634766,-0.42640000581741333,3.8970205783843994,-0.5898946523666382,-109.81881713867188,-0.37804463505744934,-0.42573919892311096,-0.21898719668388367,-0.5897813439369202,-109.99415588378906,42.6,11.899999999999999,0.2793427230046948
AAP B,2017,2,Thu Dec 01 2016 00:00:00 GMT+0100 (GMT+01:00),11.413673400878906,-85.63151550292969,,,51.00612258911133,1.3121000528335571,4.323439598083496,1.1665345430374146,334.5596618652344,1.3558400869369507,1.3083720207214355,-0.33488160371780396,1.1665345430374146,334.53070068359375,46,-3.3999999999999986,-0.07391304347826085
ABB,2018,3,Tue Oct 30 2018 00:00:00 GMT+0100 (GMT+01:00),28.81062889099121,6.103489398956299,6.724621772766113,1.5662651062011719,7.77154016494751,2.3724000453948975,55.763736724853516,0.9924624562263489,9.808793067932129,4.788334846496582,3.5902626514434814,2.2340290546417236,-2.684788942337036,6.481581687927246,180.35,-8.099999999999994,-0.044912669808705265
ABB,2018,2,Mon Jul 30 2018 00:00:00 GMT+0200 (GMT+02:00),30.70086669921875,11.362358093261719,31.278766632080078,10.527994155883789,6.7923502922058105,2.67930006980896,53.877662658691406,-7.2437896728515625,10.822364807128906,4.910910129547119,3.8037805557250977,3.9935741424560547,-3.475595712661743,7.604905128479004,200.9,-20.55000000000001,-0.10228969636635148
ABB,2018,1,Tue May 01 2018 00:00:00 GMT+0200 (GMT+02:00),31.389822006225586,-6.004404544830322,-19.278602600097656,-11.745818138122559,11.56253719329834,2.2750000953674316,52.81564712524414,-1.4312862157821655,10.374405860900879,4.652666091918945,3.5289289951324463,-2.0424416065216064,-1.4352291822433472,6.6883039474487305,209.8,-8.900000000000006,-0.04242135367016208
ABB,2017,4,Wed Jan 31 2018 00:00:00 GMT+0100 (GMT+01:00),28.286638259887695,20.140087127685547,15.092708587646484,12.156713485717773,35.48345947265625,1.5321999788284302,57.529327392578125,4.872076511383057,6.594827651977539,3.5133302211761475,2.3758652210235596,7.255706310272217,3.404630422592163,4.2349138259887695,219.4,-9.599999999999994,-0.04375569735642659
ABB,2017,3,Mon Oct 30 2017 00:00:00 GMT+0100 (GMT+01:00),30.593765258789062,10.93535041809082,-14.731959342956543,-12.590641021728516,-10.676612854003906,2.214600086212158,55.24542236328125,-5.123504638671875,10.408069610595703,4.63481330871582,3.5216822624206543,3.7000935077667236,-5.309672832489014,6.545162677764893,211.6,7.800000000000011,0.03686200378071839
ABB,2017,2,Sun Jul 30 2017 00:00:00 GMT+0200 (GMT+02:00),30.742843627929688,5.524012088775635,8.611018180847168,15.482077598571777,-17.65082550048828,2.02839994430542,51.98359680175781,2.4977569580078125,10.456588745117188,4.4292521476745605,3.428598165512085,1.8112616539001465,-2.1099064350128174,6.186420440673828,190.1,21.5,0.11309836927932668
ABB,2017,1,Mon May 01 2017 00:00:00 GMT+0200 (GMT+02:00),30.213903427124023,6.48077392578125,22.480091094970703,11.042125701904297,-16.002662658691406,2.815700054168701,55.86210250854492,6.868831634521484,13.114336967468262,5.014906406402588,3.9948596954345703,1.9741588830947876,7.438971996307373,9.243697166442871,216.9,-26.80000000000001,-0.12355924389119415
ABB,2016,4,Tue Jan 31 2017 00:00:00 GMT+0100 (GMT+01:00),27.49736976623535,19.8024959564209,55.378475189208984,45.842430114746094,-29.310163497924805,1.3300000429153442,55.625526428222656,3.296257495880127,7.966443061828613,2.902236223220825,2.105541706085205,5.233826160430908,1.3929706811904907,4.985205173492432,207.6,9.300000000000011,0.04479768786127173
ABB,2016,3,Sun Oct 30 2016 00:00:00 GMT+0200 (GMT+02:00),29.788007736206055,13.095093727111816,12.143204689025879,13.766886711120605,10.735000610351562,2.5982000827789307,61.24399185180664,6.124399185180664,10.635977745056152,5.3041672706604,4.000909328460693,4.9259490966796875,-2.6930952072143555,6.85645055770874,185.9,21.69999999999999,0.11672942442173205
ABI,2018,4,Mon Oct 01 2018 00:00:00 GMT+0200 (GMT+02:00),,,,,,-0.32019999623298645,1.6297106742858887,-0.6415811777114868,,-0.2776305079460144,-0.3181975483894348,-0.3633744418621063,0.08447620272636414,,4.5,-4.5,-1
ABI,2018,3,Sun Jul 01 2018 00:00:00 GMT+0200 (GMT+02:00),,,,,,-0.23749999701976776,1.9540163278579712,-0.33721333742141724,,-0.22185087203979492,-0.23752449452877045,-0.13702893257141113,-0.33721333742141724,,6.76,-2.26,-0.3343195266272189
ABI,2018,2,Wed Mar 28 2018 00:00:00 GMT+0200 (GMT+02:00),,,,,,-0.22450000047683716,2.187391996383667,-0.2560792863368988,,-0.20168261229991913,-0.2190849334001541,-0.23164688050746918,-0.2560792863368988,,6.8,-0.040000000000000036,-0.005882352941176476
ABI,2018,1,Sat Dec 30 2017 00:00:00 GMT+0100 (GMT+01:00),,,,,,-0.20970000326633453,2.412008762359619,-0.2950328588485718,,-0.1873919516801834,-0.20456379652023315,-0.17194883525371552,-0.2950328588485718,,,6.8,Infinity
ABI,2017,4,Sun Oct 01 2017 00:00:00 GMT+0200 (GMT+02:00),,,,,,-0.21119999885559082,3.0841920375823975,-0.3017895817756653,,-0.18451735377311707,-0.21122559905052185,-0.1925162672996521,2.244576930999756,,8.5,-8.5,-1
ABI,2017,3,Sat Jul 01 2017 00:00:00 GMT+0200 (GMT+02:00),,,,,,-0.16019999980926514,3.295417547225952,-0.23088394105434418,,-0.13977766036987305,-0.16024945676326752,-0.10385032743215561,-2.7772505283355713,,11.2,-2.6999999999999993,-0.24107142857142852
ABI,2017,2,Tue Mar 28 2017 00:00:00 GMT+0200 (GMT+02:00),,,,,,-0.2143000066280365,3.455667018890381,-0.2125813513994217,,-0.18424619734287262,-0.2143438160419464,-0.15035249292850494,-0.2125813513994217,,9.85,1.3499999999999996,0.13705583756345174
ABI,2017,1,Fri Dec 30 2016 00:00:00 GMT+0100 (GMT+01:00),,,,,,-0.2199999988079071,3.669875383377075,-0.585683286190033,,-0.19726139307022095,-0.22003796696662903,-0.23861171305179596,1.9606833457946777,,11.25,-1.4000000000000004,-0.12444444444444448
ABI,2016,4,Sat Oct 01 2016 00:00:00 GMT+0200 (GMT+02:00),,,,,,-0.2257000058889389,1.3434110879898071,-0.32117679715156555,,-0.16268980503082275,-0.22573210299015045,-0.19238069653511047,-0.32117679715156555,,20.2,-8.95,-0.4430693069306931
ABIG MTF,2018,3,Tue Oct 30 2018 00:00:00 GMT+0100 (GMT+01:00),43.429203033447266,-203.96017456054688,,,-20.408523559570312,-0.010599999688565731,0.12173343449831009,-0.01945440284907818,-65.59734344482422,-0.008087295107543468,-0.009243959560990334,-0.02874201163649559,0.0011223694309592247,-75.44247436523438,0.079,-0.028999999999999998,-0.36708860759493667
ABIG MTF,2018,2,Mon Jul 30 2018 00:00:00 GMT+0200 (GMT+02:00),30.40767478942871,-282.8297424316406,,,-86.74254608154297,-0.02319999970495701,0.08541855216026306,-0.034743569791316986,-197.09832763671875,-0.02486983686685562,-0.025624318048357964,-0.03677007183432579,-0.000177708498085849,-178.63308715820312,0.076,0.0030000000000000027,0.039473684210526355
ABIG MTF,2018,1,Tue May 01 2018 00:00:00 GMT+0200 (GMT+02:00),25.815011978149414,-389.2721862792969,,,25.49952507019043,-0.014499999582767487,0.10586749762296677,-0.03295089676976204,-192.6459503173828,-0.015086515806615353,-0.015844115987420082,-0.032015588134527206,-0.005212782416492701,-177.3692169189453,0.1,-0.024000000000000007,-0.24000000000000007
ABIG MTF,2017,4,Wed Jan 31 2018 00:00:00 GMT+0100 (GMT+01:00),73.56297302246094,-137.80409240722656,,,1893.562255859375,-0.028699999675154686,0.13451597094535828,-0.08355728536844254,-135.6512451171875,-0.01847856678068638,-0.019644582644104958,-0.019956352189183235,0.0026625096797943115,-126.071044921875,0.124,-0.023999999999999994,-0.19354838709677413
ABIG MTF,2017,3,Mon Oct 30 2017 00:00:00 GMT+0100 (GMT+01:00),61.64817810058594,-44.32118225097656,,,19482.7578125,0.025599999353289604,0.2203703671693802,-0.18847382068634033,-105.67001342773438,-0.033601533621549606,-0.03832056373357773,-0.016072796657681465,-0.03291187807917595,70.69906616210938,0.29,-0.16599999999999998,-0.5724137931034482
ABIG MTF,2017,2,Sun Jul 30 2017 00:00:00 GMT+0200 (GMT+02:00),47.637821197509766,-29.601959228515625,,,,0.006000000052154064,0.008358876220881939,-0.026749679818749428,6.803586006164551,0.01712005026638508,0.013665389269590378,-0.059457216411828995,0.03336526080965996,3.0012080669403076,0.307,-0.017000000000000015,-0.055374592833876274
ABIG MTF,2017,1,Mon May 01 2017 00:00:00 GMT+0200 (GMT+02:00),93.76783752441406,-343.2921142578125,,,3653.571533203125,-0.01119999960064888,0.06443805992603302,-0.015498084016144276,-92.05518341064453,-0.011545338667929173,-0.012356322258710861,-0.046079181134700775,-0.0037611748557537794,-83.68220520019531,0.2,0.10699999999999998,0.5349999999999999
ABIG MTF,2016,4,Tue Jan 31 2017 00:00:00 GMT+0100 (GMT+01:00),99.57081604003906,-3668.240234375,,,,-0.012400000356137753,0.04404214397072792,-0.03961685672402382,-811.1588134765625,-0.01206896547228098,-0.01206896547228098,-0.054578542709350586,0.012586207129061222,-834.3347778320312,,0.2,Infinity
ABIG MTF,2016,3,Sun Oct 30 2016 00:00:00 GMT+0200 (GMT+02:00),-265.5172424316406,45003.44921875,,,,-0.046799998730421066,,0.037528734654188156,-144.8275909423828,-0.000268199248239398,-0.000268199248239398,0.08333972096443176,0.0022477649617940187,-25282.7578125,,,
ABSL,2018,3,Tue Oct 30 2018 00:00:00 GMT+0100 (GMT+01:00),,,,,,-2.073899984359741,36.60756301879883,-8.213445663452148,,-1.9882352352142334,-2.2857143878936768,-0.6873949766159058,4.227731227874756,,133.5,-29.5,-0.2209737827715356
ABSL,2018,2,Mon Jul 30 2018 00:00:00 GMT+0200 (GMT+02:00),221.8535919189453,-90.44356536865234,,,-48.931861877441406,-1.169700026512146,36.704200744628906,-3.7722690105438232,-73.8910903930664,-1.4655462503433228,-1.721848726272583,-2.107563018798828,-4.0680670738220215,-50.198341369628906,150,-16.5,-0.11
ABSL,2018,1,Tue May 01 2018 00:00:00 GMT+0200 (GMT+02:00),53.84960174560547,-12.878485679626465,,,1023.04248046875,3.248699903488159,28.871429443359375,-4.120168209075928,22.64442253112793,4.061344623565674,3.8210084438323975,-2.173109292984009,-4.146218299865723,19.252988815307617,140,10,0.07142857142857142
ABSL,2017,4,Wed Jan 31 2018 00:00:00 GMT+0100 (GMT+01:00),55.990325927734375,51.24203109741211,,,162.19020080566406,-2.350399971008301,25.6235294342041,0.5957983136177063,-81.18267822265625,-2.8680672645568848,-3.1033613681793213,1.958823561668396,0.5318487286567688,-61.48604202270508,168,-28,-0.16666666666666666
ABSL,2017,3,Mon Oct 30 2017 00:00:00 GMT+0100 (GMT+01:00),37.636165618896484,-86.92810821533203,,,589.3616943359375,-0.531499981880188,27.974790573120117,-5.3201680183410645,-31.354393005371094,-1.2285714149475098,-1.4512604475021362,-4.023529529571533,-5.32689094543457,-26.978939056396484,183,-15,-0.08196721311475409
ABSL,2017,2,Sun Jul 30 2017 00:00:00 GMT+0200 (GMT+02:00),34.309391021728516,15.874770164489746,,,527.7456665039062,-2.0513999462127686,36.52836227416992,-0.15651260316371918,-46.9981575012207,-2.4170167446136475,-2.6806721687316895,0.9054622054100037,31.097688674926758,-35.96685028076172,217.5,-34.5,-0.15862068965517243
ABSL,2017,1,Mon May 01 2017 00:00:00 GMT+0200 (GMT+02:00),63.42281723022461,-112.97539520263672,,,22.886598587036133,-1.534600019454956,39.1859245300293,-2.8245797157287598,-113.70246124267578,-1.888655424118042,-2.1355042457580566,-2.1218488216400146,-2.831932783126831,-81.71141052246094,244.5,-27,-0.11042944785276074
ABSL,2016,4,Tue Jan 31 2017 00:00:00 GMT+0100 (GMT+01:00),49.9711799621582,,,,,-2.2929999828338623,6.279411792755127,,-119.36599731445312,-2.0892856121063232,-2.1754202842712402,,,-125.82132720947266,145,99.5,0.6862068965517242
ABSL,2016,3,Sun Oct 30 2016 00:00:00 GMT+0200 (GMT+02:00),54.31789779663086,,,,,-1.9925999641418457,,,-236.04505920410156,-1.8960083723068237,-1.9810924530029297,,,-237.42178344726562,98.75,46.25,0.46835443037974683
ABSO,2018,3,Tue Oct 30 2018 00:00:00 GMT+0100 (GMT+01:00),45.97840118408203,20.90460777282715,78.26314544677734,70.22441101074219,48.13767623901367,2.1087000370025635,29.821481704711914,2.633601188659668,18.253969192504883,2.9872803688049316,2.7203426361083984,3.115360736846924,2.6306862831115723,14.149981498718262,230,20,0.08695652173913043
