date,high,low,close,open
459727200000,0,0,72.925,0
459986400000,0,0,72.75,0
460072800000,0,0,72.025,0
460159200000,0,0,72.05,0
460245600000,0,0,72.825,0
460332000000,0,0,73.6,0
460591200000,0,0,74.775,0
460677600000,0,0,74.325,0
460764000000,0,0,74.15,0
460850400000,0,0,73.85,0
460936800000,0,0,74.625,0
461196000000,0,0,74.65,0
461282400000,0,0,74,0
461368800000,0,0,73.95,0
461455200000,0,0,72.8,0
461541600000,0,0,73.675,0
461800800000,0,0,74.6,0
461887200000,0,0,75.05,0
461973600000,0,0,75.65,0
462060000000,0,0,75.175,0
462146400000,0,0,73.725,0
462405600000,0,0,73.5,0
462492000000,0,0,72.925,0
462578400000,0,0,72.85,0
462664800000,0,0,71.975,0
462751200000,0,0,72,0
463010400000,0,0,70.8,0
463096800000,0,0,70.625,0
463183200000,0,0,69.525,0
463269600000,0,0,69.5,0
463356000000,0,0,70.425,0
463615200000,0,0,69.925,0
463701600000,0,0,69,0
463788000000,0,0,70.025,0
463874400000,0,0,70.75,0
463960800000,0,0,70.925,0
464220000000,0,0,70.275,0
464306400000,0,0,69.6,0
464392800000,0,0,69.7,0
464479200000,0,0,69.025,0
464565600000,0,0,69.05,0
464824800000,0,0,66.95,0
464911200000,0,0,66.95,0
464997600000,0,0,66.975,0
465084000000,0,0,67.8,0
465170400000,0,0,68.825,0
465433200000,0,0,69.55,0
465519600000,0,0,69.15,0
465606000000,0,0,68.825,0
465692400000,0,0,68.175,0
465778800000,0,0,68.975,0
466038000000,0,0,68.825,0
466124400000,0,0,68.6,0
466210800000,0,0,68.525,0
466297200000,0,0,69.225,0
466383600000,0,0,68.725,0
466642800000,0,0,68.95,0
466729200000,0,0,68.85,0
466815600000,0,0,68.775,0
466902000000,0,0,67.85,0
466988400000,0,0,68.75,0
467247600000,0,0,69.625,0
467334000000,0,0,69.825,0
467420400000,0,0,69.625,0
467506800000,0,0,69.45,0
467593200000,0,0,69.325,0
467852400000,0,0,68.925,0
467938800000,0,0,67.525,0
468025200000,0,0,67.475,0
468111600000,0,0,67.35,0
468198000000,0,0,67.425,0
468457200000,0,0,67.5,0
468543600000,0,0,67.275,0
468630000000,0,0,66.7,0
468716400000,0,0,66.55,0
468802800000,0,0,65.95,0
469062000000,0,0,65.775,0
469148400000,0,0,64.05,0
469234800000,0,0,63.025,0
469321200000,0,0,63.5,0
469407600000,0,0,64.175,0
469666800000,0,0,62.775,0
469753200000,0,0,62.1,0
469839600000,0,0,61.7,0
469926000000,0,0,60.775,0
470012400000,0,0,61.95,0
470271600000,0,0,62.7,0
470358000000,0,0,64.225,0
470444400000,0,0,65,0
470530800000,0,0,64.35,0
470617200000,0,0,64.1,0
470876400000,0,0,64.275,0
470962800000,0,0,64.475,0
471049200000,0,0,64.875,0
471135600000,0,0,65.45,0
471222000000,0,0,65.65,0
471481200000,0,0,66.1,0
471567600000,0,0,65.225,0
471654000000,0,0,64.475,0
471740400000,0,0,64.3,0
471826800000,0,0,63.3,0
472086000000,0,0,62.625,0
472172400000,0,0,62.8,0
472258800000,0,0,63.925,0
472345200000,0,0,63.675,0
472431600000,0,0,63.475,0
472950000000,0,0,63.325,0
473036400000,0,0,63.35,0
473468400000,0,0,64.05,0
473554800000,0,0,64.15,0
473641200000,0,0,65.8,0
473900400000,0,0,67.1,0
473986800000,0,0,67.275,0
474073200000,0,0,67.975,0
474159600000,0,0,68.5,0
474246000000,0,0,69.35,0
474505200000,0,0,69.3,0
474591600000,0,0,68.575,0
474678000000,0,0,69.125,0
474764400000,0,0,70.275,0
474850800000,0,0,69.3,0
475110000000,0,0,69.125,0
475196400000,0,0,68.1,0
475282800000,0,0,67.725,0
475369200000,0,0,67.25,0
475714800000,0,0,68.7,0
475801200000,0,0,68.475,0
475887600000,0,0,68.6,0
475974000000,0,0,69.475,0
476060400000,0,0,70.25,0
476319600000,0,0,71.225,0
476406000000,0,0,71.65,0
476492400000,0,0,71.45,0
476578800000,0,0,70.6,0
476665200000,0,0,71.475,0
476924400000,0,0,71.55,0
477010800000,0,0,70.45,0
477097200000,0,0,69.85,0
477183600000,0,0,70.3,0
477270000000,0,0,69.75,0
477529200000,0,0,69.125,0
477615600000,0,0,69.475,0
477702000000,0,0,69.45,0
477788400000,0,0,69.85,0
477874800000,0,0,69.05,0
478134000000,0,0,68.375,0
478220400000,0,0,68.425,0
478306800000,0,0,69,0
478393200000,0,0,68.65,0
478479600000,0,0,69.1,0
478738800000,0,0,69.525,0
478825200000,0,0,69.5,0
478911600000,0,0,69.4,0
478998000000,0,0,68.775,0
479084400000,0,0,68.725,0
479343600000,0,0,68.35,0
479430000000,0,0,69.15,0
479516400000,0,0,70.025,0
479602800000,0,0,69.7,0
479689200000,0,0,69.85,0
479948400000,0,0,69.625,0
480034800000,0,0,69.575,0
480121200000,0,0,69.925,0
480207600000,0,0,69.55,0
480294000000,0,0,69,0
480553200000,0,0,68.65,0
480639600000,0,0,68.375,0
480726000000,0,0,67.75,0
480812400000,0,0,68.075,0
480898800000,0,0,67.85,0
481154400000,0,0,67.5,0
481240800000,0,0,67.525,0
481327200000,0,0,68.025,0
481413600000,0,0,68.425,0
481845600000,0,0,68.7,0
481932000000,0,0,68.8,0
482018400000,0,0,69.4,0
482104800000,0,0,69.925,0
482364000000,0,0,69.45,0
482450400000,0,0,68.925,0
482536800000,0,0,69.475,0
482623200000,0,0,69.575,0
482709600000,0,0,69.425,0
482968800000,0,0,69.225,0
483055200000,0,0,69.5,0
483141600000,0,0,70.025,0
483228000000,0,0,69.75,0
483314400000,0,0,69.675,0
483573600000,0,0,69.325,0
483660000000,0,0,68.825,0
483832800000,0,0,68.8,0
483919200000,0,0,68.875,0
484178400000,0,0,68.925,0
484264800000,0,0,69.075,0
484351200000,0,0,69.325,0
484437600000,0,0,69.5,0
484524000000,0,0,69.2,0
484783200000,0,0,67.525,0
484869600000,0,0,66.225,0
484956000000,0,0,65.075,0
485128800000,0,0,66.225,0
485388000000,0,0,66.55,0
485474400000,0,0,65.575,0
485560800000,0,0,65.325,0
485647200000,0,0,65.3,0
485733600000,0,0,64.625,0
486079200000,0,0,64.025,0
486165600000,0,0,64.5,0
486252000000,0,0,65,0
486338400000,0,0,64.75,0
486597600000,0,0,64.175,0
486684000000,0,0,63.8,0
486770400000,0,0,63.8,0
486856800000,0,0,63.8,0
486943200000,0,0,64.45,0
487202400000,0,0,64.3,0
487288800000,0,0,63.9,0
487375200000,0,0,63.675,0
487461600000,0,0,63.35,0
487548000000,0,0,62.35,0
487807200000,0,0,62.45,0
487893600000,0,0,61.975,0
487980000000,0,0,62.25,0
488066400000,0,0,62.3,0
488412000000,0,0,62.5,0
488498400000,0,0,62.325,0
488584800000,0,0,62.525,0
488671200000,0,0,63.55,0
488757600000,0,0,63.5,0
489016800000,0,0,62.2,0
489103200000,0,0,61.75,0
489189600000,0,0,61.8,0
489276000000,0,0,61.55,0
489362400000,0,0,60.85,0
489621600000,0,0,60.95,0
489708000000,0,0,60.425,0
489794400000,0,0,61.075,0
489880800000,0,0,62.6,0
489967200000,0,0,63,0
490226400000,0,0,62.75,0
490312800000,0,0,62.525,0
490399200000,0,0,62.475,0
490485600000,0,0,63.675,0
490572000000,0,0,64.15,0
490831200000,0,0,64.9,0
490917600000,0,0,65.075,0
491004000000,0,0,65.075,0
491090400000,0,0,64.975,0
491176800000,0,0,65.275,0
491436000000,0,0,65.275,0
491522400000,0,0,65.075,0
491608800000,0,0,65.375,0
491695200000,0,0,66.2,0
491781600000,0,0,66.825,0
492040800000,0,0,66.35,0
492127200000,0,0,66.3,0
492213600000,0,0,65.775,0
492300000000,0,0,65.425,0
492386400000,0,0,65.6,0
492645600000,0,0,64.825,0
492732000000,0,0,63.2,0
492818400000,0,0,63.3,0
492904800000,0,0,63.375,0
492991200000,0,0,63.375,0
493250400000,0,0,62.8,0
493336800000,0,0,62.3,0
493423200000,0,0,62.375,0
493509600000,0,0,62.625,0
493596000000,0,0,62.65,0
493855200000,0,0,63.05,0
493941600000,0,0,63.35,0
494028000000,0,0,63.2,0
494114400000,0,0,63.25,0
494200800000,0,0,63.95,0
494460000000,0,0,64.85,0
494546400000,0,0,65.25,0
494632800000,0,0,65.725,0
494719200000,0,0,66.3,0
494805600000,0,0,67.025,0
495064800000,0,0,67.4,0
495151200000,0,0,67.025,0
495237600000,0,0,65.475,0
495324000000,0,0,66.15,0
495410400000,0,0,66.1,0
495669600000,0,0,64.975,0
495756000000,0,0,64.775,0
495842400000,0,0,65.35,0
495928800000,0,0,66.025,0
496015200000,0,0,65.975,0
496274400000,0,0,65.425,0
496360800000,0,0,65.425,0
496447200000,0,0,65.625,0
496533600000,0,0,65.15,0
496620000000,0,0,64.875,0
496882800000,0,0,64.725,0
496969200000,0,0,64.625,0
497055600000,0,0,64.975,0
497142000000,0,0,64.775,0
497228400000,0,0,64.6,0
497487600000,0,0,64.75,0
497574000000,0,0,64.525,0
497660400000,0,0,64.35,0
497746800000,0,0,64.175,0
497833200000,0,0,63.65,0
498092400000,0,0,63.35,0
498178800000,0,0,63.875,0
498265200000,0,0,64.575,0
498351600000,0,0,65.025,0
498438000000,0,0,66.175,0
498697200000,0,0,66.675,0
498783600000,0,0,66.625,0
498870000000,0,0,66.725,0
498956400000,0,0,67.9,0
499042800000,0,0,68.1,0
499302000000,0,0,68.7,0
499388400000,0,0,68.275,0
499474800000,0,0,68.3,0
499561200000,0,0,68.675,0
499647600000,0,0,69.175,0
499906800000,0,0,70.85,0
499993200000,0,0,72.525,0
500079600000,0,0,72.825,0
500166000000,0,0,72.575,0
500252400000,0,0,73,0
500511600000,0,0,73.1,0
500598000000,0,0,73.6,0
500684400000,0,0,75,0
500770800000,0,0,74.3,0
500857200000,0,0,74.275,0
501116400000,0,0,73.425,0
501202800000,0,0,73.575,0
501289200000,0,0,73.75,0
501375600000,0,0,73.25,0
501462000000,0,0,75.4,0
501721200000,0,0,76.7,0
501807600000,0,0,77.775,0
501894000000,0,0,78.875,0
501980400000,0,0,78.45,0
502066800000,0,0,78.525,0
502326000000,0,0,78.65,0
502412400000,0,0,77.775,0
502498800000,0,0,77.7,0
502585200000,0,0,77.9,0
502671600000,0,0,78.675,0
502930800000,0,0,79.05,0
503017200000,0,0,79.35,0
503103600000,0,0,81.325,0
503190000000,0,0,83.475,0
503276400000,0,0,85.35,0
503535600000,0,0,87.45,0
503622000000,0,0,85.375,0
503708400000,0,0,86.25,0
503794800000,0,0,86.825,0
503881200000,0,0,85.925,0
504140400000,0,0,85.25,0
504486000000,0,0,85.725,0
504745200000,0,0,86.825,0
505004400000,0,0,89.725,0
505090800000,0,0,91,0
505436400000,0,0,95.55,0
505522800000,0,0,97.175,0
505609200000,0,0,95.575,0
505695600000,0,0,94.75,0
505954800000,0,0,95.75,0
506041200000,0,0,92.175,0
506127600000,0,0,91.025,0
506214000000,0,0,90.825,0
506300400000,0,0,90.475,0
506559600000,0,0,87.65,0
506646000000,0,0,88.75,0
506732400000,0,0,89.55,0
506818800000,0,0,88.6,0
506905200000,0,0,89.85,0
507164400000,0,0,91.275,0
507250800000,0,0,89.8,0
507337200000,0,0,87.75,0
507423600000,0,0,89.425,0
507510000000,0,0,88.625,0
507769200000,0,0,87.925,0
507855600000,0,0,89.4,0
507942000000,0,0,91.35,0
508028400000,0,0,93.05,0
508114800000,0,0,94.55,0
508374000000,0,0,95.55,0
508460400000,0,0,96.525,0
508546800000,0,0,95.025,0
508633200000,0,0,94.7,0
508719600000,0,0,92.425,0
508978800000,0,0,93.25,0
509065200000,0,0,93.075,0
509151600000,0,0,93.875,0
509238000000,0,0,93.2,0
509324400000,0,0,92.1,0
509583600000,0,0,93.075,0
509670000000,0,0,93.8,0
509756400000,0,0,94.825,0
509842800000,0,0,89.625,0
509929200000,0,0,91.55,0
510188400000,0,0,92.25,0
510274800000,0,0,93.9,0
510361200000,0,0,94.225,0
510447600000,0,0,94.35,0
510534000000,0,0,95.3,0
510793200000,0,0,97.675,0
510879600000,0,0,96.825,0
510966000000,0,0,97.175,0
511052400000,0,0,97.775,0
511138800000,0,0,96.95,0
511398000000,0,0,98.3,0
511484400000,0,0,98.275,0
511570800000,0,0,99.425,0
511657200000,0,0,98.925,0
511743600000,0,0,101.55,0
512002800000,0,0,102.65,0
512089200000,0,0,104.5,0
512175600000,0,0,103.425,0
512262000000,0,0,104.425,0
512690400000,0,0,105.85,0
512776800000,0,0,105.725,0
512863200000,0,0,107.75,0
512949600000,0,0,109.5,0
513208800000,0,0,110.925,0
513295200000,0,0,112.675,0
513381600000,0,0,115.05,0
513468000000,0,0,113.275,0
513554400000,0,0,114.175,0
513813600000,0,0,117.95,0
513900000000,0,0,115.7,0
513986400000,0,0,116.7,0
514072800000,0,0,118.525,0
514159200000,0,0,118.775,0
514418400000,0,0,115.9,0
514504800000,0,0,118.775,0
514591200000,0,0,118.175,0
514677600000,0,0,116.25,0
514764000000,0,0,115.425,0
515023200000,0,0,112.55,0
515109600000,0,0,112.95,0
515196000000,0,0,111.425,0
515628000000,0,0,109.15,0
515714400000,0,0,111.05,0
515800800000,0,0,111.5,0
515973600000,0,0,112.275,0
516232800000,0,0,112.45,0
516319200000,0,0,113.75,0
516405600000,0,0,115.425,0
516492000000,0,0,116.025,0
516578400000,0,0,115.65,0
516924000000,0,0,115.725,0
517010400000,0,0,112.525,0
517096800000,0,0,113.3,0
517183200000,0,0,114.45,0
517442400000,0,0,114.975,0
517528800000,0,0,114.825,0
517615200000,0,0,116.675,0
517701600000,0,0,119.15,0
517788000000,0,0,118.9,0
518047200000,0,0,119.6,0
518133600000,0,0,119.925,0
518220000000,0,0,121.2,0
518306400000,0,0,119.9,0
518392800000,0,0,121.075,0
518652000000,0,0,122.325,0
518738400000,0,0,121.575,0
518824800000,0,0,120.525,0
518911200000,0,0,119.625,0
518997600000,0,0,118.725,0
519256800000,0,0,121.7,0
519343200000,0,0,123.775,0
519429600000,0,0,123.15,0
519516000000,0,0,123.225,0
519861600000,0,0,121.95,0
519948000000,0,0,120.625,0
520034400000,0,0,120.45,0
520120800000,0,0,121.2,0
520207200000,0,0,121.675,0
520466400000,0,0,120.725,0
520552800000,0,0,121.675,0
520639200000,0,0,122.475,0
520725600000,0,0,125.55,0
520812000000,0,0,126.475,0
521071200000,0,0,126.075,0
521157600000,0,0,123.925,0
521244000000,0,0,123.15,0
521330400000,0,0,124.3,0
521416800000,0,0,125.175,0
521676000000,0,0,125.45,0
521762400000,0,0,124.75,0
521848800000,0,0,123.725,0
521935200000,0,0,123,0
522021600000,0,0,122.85,0
522280800000,0,0,121.65,0
522367200000,0,0,123.025,0
522453600000,0,0,124.3,0
522540000000,0,0,124.175,0
522626400000,0,0,123.5,0
522885600000,0,0,123.975,0
522972000000,0,0,123.125,0
523058400000,0,0,122.725,0
523144800000,0,0,123.4,0
523231200000,0,0,125.775,0
523490400000,0,0,128.775,0
523576800000,0,0,128.1,0
523663200000,0,0,126.7,0
523749600000,0,0,127.8,0
523836000000,0,0,129,0
524095200000,0,0,129.85,0
524181600000,0,0,131.025,0
524268000000,0,0,130.525,0
524354400000,0,0,130.325,0
524440800000,0,0,129.725,0
524700000000,0,0,129.675,0
524786400000,0,0,128.15,0
524872800000,0,0,128.675,0
524959200000,0,0,128.35,0
525045600000,0,0,128.95,0
525304800000,0,0,127.225,0
525391200000,0,0,126.65,0
525477600000,0,0,127,0
525564000000,0,0,125.4,0
525650400000,0,0,125.275,0
525909600000,0,0,122.675,0
525996000000,0,0,124.75,0
526082400000,0,0,124.375,0
526168800000,0,0,122.5,0
526255200000,0,0,124.2,0
526514400000,0,0,123.8,0
526600800000,0,0,126.075,0
526687200000,0,0,127.65,0
526773600000,0,0,128.65,0
526860000000,0,0,126.65,0
527119200000,0,0,127.225,0
527205600000,0,0,128.225,0
527292000000,0,0,126.7,0
527378400000,0,0,126.65,0
527464800000,0,0,126.625,0
527724000000,0,0,125.05,0
527810400000,0,0,124.575,0
527896800000,0,0,125.825,0
527983200000,0,0,126.775,0
528069600000,0,0,126.525,0
528332400000,0,0,124.875,0
528418800000,0,0,125,0
528505200000,0,0,125.927,0
528591600000,0,0,126.245,0
528678000000,0,0,126.685,0
528937200000,0,0,128.155,0
529023600000,0,0,129.845,0
529110000000,0,0,130.897,0
529196400000,0,0,130.65,0
529282800000,0,0,129.325,0
529542000000,0,0,127.88,0
529628400000,0,0,129.085,0
529714800000,0,0,127.58,0
529801200000,0,0,127.688,0
529887600000,0,0,128.762,0
530146800000,0,0,128.655,0
530233200000,0,0,127.435,0
530319600000,0,0,127.93,0
530406000000,0,0,129.505,0
530492400000,0,0,130.832,0
530751600000,0,0,130.24,0
530838000000,0,0,131.735,0
530924400000,0,0,130.99,0
531010800000,0,0,132.9,0
531097200000,0,0,134.54,0
531356400000,0,0,135.03,0
531442800000,0,0,136.297,0
531529200000,0,0,136.147,0
531615600000,0,0,136.665,0
531702000000,0,0,137.512,0
531961200000,0,0,137.172,0
532047600000,0,0,135.977,0
532134000000,0,0,137.115,0
532220400000,0,0,136.3,0
532306800000,0,0,135.075,0
532566000000,0,0,131.735,0
532652400000,0,0,131.155,0
532738800000,0,0,132.042,0
532825200000,0,0,132.362,0
532911600000,0,0,129.812,0
533170800000,0,0,128.73,0
533257200000,0,0,128.21,0
533343600000,0,0,129.125,0
533430000000,0,0,129.595,0
533516400000,0,0,128,0
533775600000,0,0,125.232,0
533862000000,0,0,124.947,0
533948400000,0,0,127.46,0
534034800000,0,0,126.45,0
534121200000,0,0,125.282,0
534380400000,0,0,123.4,0
534466800000,0,0,123.84,0
534553200000,0,0,123.21,0
534639600000,0,0,125.3,0
534726000000,0,0,127.255,0
534985200000,0,0,125.48,0
535071600000,0,0,124.987,0
535158000000,0,0,125.577,0
535244400000,125.622,124.995,125.622,0
535330800000,126.225,125.575,126.225,0
535590000000,125.982,125.432,125.495,0
535676400000,125.3,124.785,125.007,0
536194800000,125.242,124.822,125.005,0
536281200000,126.177,125.155,126.177,0
536540400000,126.93,126.462,127.18,0
536799600000,128.08,127.09,127.992,0
536972400000,128.232,126.015,126.015,0
537058800000,125.887,123.307,123.795,0
537145200000,123.472,120.727,120.857,0
537404400000,120.465,117.012,117.012,0
537490800000,117.587,114.05,114.05,0
537577200000,113.617,109.225,110.237,0
537663600000,115.075,111.472,114.98,0
537750000000,114.915,113.35,113.35,0
538009200000,114.982,113.615,114.982,0
538095600000,116.94,115.525,116.67,0
538182000000,116.827,116.287,116.387,0
538268400000,115.435,113.1,113.1,0
538354800000,113.87,113.412,113.647,0
538614000000,113.65,112.247,112.287,0
538700400000,111.852,108.872,109.915,0
538786800000,109.825,107.522,107.522,0
538873200000,109.182,108.08,109.155,0
538959600000,111.195,109.17,111.132,0
539218800000,113.882,111.597,113.777,0
539305200000,117.027,114.107,116.955,0
539391600000,116.955,115.438,116.037,0
539478000000,118.127,116.067,117.36,0
539564400000,117.872,116.972,116.972,0
539823600000,117.242,116.02,116.02,0
539910000000,116.142,115.642,116.142,0
539996400000,117.03,115.742,117.03,0
540082800000,118.717,117.257,118.146,0
540169200000,118.147,117.49,117.578,0
540428400000,117.752,117.375,117.596,0
540514800000,118.957,117.595,118.783,0
540601200000,119.53,118.897,119.531,0
540687600000,121.132,119.56,121.131,0
540774000000,122.66,121.012,122.515,0
541033200000,124.122,122.425,123.951,0
541119600000,124.235,122.792,122.979,0
541206000000,123.795,122.432,123.796,0
541292400000,126.522,124.135,125.792,0
541378800000,127.135,125.532,127.136,0
541638000000,127.995,127.135,127.996,0
541724400000,127.995,127.77,127.769,0
541810800000,128.765,127.297,128.65,0
541897200000,129.697,129.52,129.563,0
541983600000,129.575,128.59,129.252,0
542242800000,129.812,128.887,129.811,0
542329200000,131.322,129.812,130.929,0
542415600000,129.457,128.362,129.939,0
542502000000,129.832,128.452,128.451,0
542588400000,129.457,128.362,129.457,0
542847600000,130.197,129.76,129.76,0
542934000000,129.792,129.557,129.793,0
543020400000,131.952,129.852,131.537,0
543106800000,132.272,131.447,131.457,0
543193200000,131.555,130.817,130.817,0
543452400000,130.837,130.48,130.836,0
543538800000,133.255,130.837,133.2,0
543625200000,134.792,133.272,134.184,0
543711600000,134.865,133.532,133.56,0
543798000000,134.415,133.14,134.409,0
544053600000,134.852,132.72,132.792,0
544140000000,132.792,131.11,131.251,0
544226400000,132.91,130.295,130.295,0
544312800000,130.84,129.807,129.94,0
544399200000,131.59,129.857,131.585,0
544658400000,134.477,131.585,134.478,0
544744800000,135.997,134.477,135.183,0
544831200000,136.062,134.977,135.158,0
544917600000,136.482,135.092,135.92,0
545004000000,135.92,134.042,134.048,0
545263200000,134.047,133.06,133.237,0
545349600000,133.292,132.505,132.69,0
545436000000,135.53,132.69,135.53,0
545522400000,137.637,135.53,137.482,0
545954400000,137.617,136.88,136.985,0
546040800000,138.042,136.935,137.904,0
546127200000,139.525,137.422,139.525,0
546213600000,141.575,139.525,140.97,0
546472800000,140.97,138.627,139.033,0
546559200000,140.172,138.862,138.863,0
546645600000,139.337,138.745,139.266,0
546732000000,140.07,139.192,139.671,0
547077600000,139.582,138.805,139.005,0
547164000000,140.032,138.962,139.886,0
547250400000,141.477,139.895,141.39,0
547336800000,142.35,140.357,140.43,0
547423200000,140.438,139.49,140.043,0
547682400000,140.125,138.442,138.442,0
547768800000,138.442,135.382,135.667,0
547855200000,135.667,134.03,134.196,0
547941600000,134.15,132.98,133.903,0
548028000000,133.91,132.985,132.985,0
548287200000,132.197,128.415,128.416,0
548373600000,130.022,128.392,129.887,0
548460000000,129.887,126.655,127.074,0
548546400000,130.097,127.215,130.098,0
548632800000,131.467,130.265,131.468,0
548892000000,132.307,131.102,132.308,0
548978400000,132.547,132.082,132.263,0
549064800000,133.167,132.262,132.702,0
549237600000,132.702,131.752,132.037,0
549496800000,132.617,131.512,131.781,0
549583200000,132.027,131.582,131.633,0
549669600000,131.632,130.725,130.847,0
549756000000,132.447,130.977,132.447,0
549842400000,132.575,132.375,132.528,0
550188000000,133.627,132.465,133.627,0
550274400000,134.235,133.627,134.128,0
550360800000,134.175,133.767,133.803,0
550447200000,134.637,133.78,134.624,0
550706400000,135.812,134.622,135.521,0
550792800000,135.93,135.58,135.73,0
550879200000,136.82,135.882,136.657,0
550965600000,136.777,136.43,136.429,0
551311200000,136.43,135.212,135.335,0
551397600000,136.51,135.345,136.51,0
551484000000,136.787,136.047,136.148,0
551570400000,136.147,135.285,135.328,0
551656800000,135.68,135.29,135.612,0
551916000000,135.612,135.15,135.21,0
552002400000,135.237,134.68,134.733,0
552088800000,134.507,133.938,134.083,0
552175200000,135.425,133.895,135.335,0
552261600000,137.55,135.335,137.55,0
552520800000,137.875,137.405,137.874,0
552607200000,138.037,137.525,137.707,0
552693600000,139.22,137.707,139.221,0
552780000000,139.95,139.22,139.951,0
552866400000,140.04,139.397,140.04,0
553125600000,140.8,140.05,140.786,0
553212000000,141.245,140.742,141.2,0
553298400000,142.257,141.95,142.258,0
553384800000,142.688,141.855,142.065,0
553471200000,142.897,142.065,142.747,0
553730400000,142.747,142.175,142.606,0
553816800000,142.677,141.67,141.704,0
553903200000,141.705,139.702,140.185,0
553989600000,141.285,140.59,141.284,0
554076000000,141.605,141.232,141.605,0
554335200000,141.935,141.595,141.892,0
554421600000,143.872,141.797,143.857,0
554508000000,145.282,143.857,145.284,0
554594400000,145.777,145.217,145.22,0
554680800000,145.425,144.9,145.13,0
554940000000,145.13,143.817,143.817,0
555026400000,144.43,142.965,144.429,0
555112800000,146.88,144.43,146.881,0
555199200000,148.402,146.88,147.212,0
